T_REF [°C],TCDsignal_REF [a.u.],,T_1Mn [°C],TCDsignal_1Mn [a.u.],,T_1Cr [°C],TCDsignal_1Cr [a.u.],,T_1Fe [°C],TCDsignal_1Fe [a.u.]
199.96579,7.63E-05,,200.38733,3.65E-04,,200.02754,1.74E-04,,199.77943,4.94E-04
199.9621,6.91E-05,,200.38031,3.36E-04,,200.0305,6.91E-05,,199.77278,5.41E-04
199.96246,1.17E-04,,200.38437,3.43E-04,,200.05269,1.91E-04,,199.75577,5.51E-04
199.97282,1.81E-04,,200.39102,3.74E-04,,200.0405,1.91E-04,,199.75244,6.68E-04
199.97578,1.93E-04,,200.39954,3.27E-04,,200.05269,1.36E-04,,199.74875,6.27E-04
199.97948,2.50E-04,,200.39584,3.81E-04,,200.04936,1.55E-04,,199.74171,6.48E-04
199.98317,2.38E-04,,200.39398,3.34E-04,,200.04271,1.62E-04,,199.7236,7.25E-04
199.978,1.93E-04,,200.38585,3.34E-04,,200.03383,1.62E-04,,199.71436,8.65E-04
199.98465,2.38E-04,,200.38919,4.12E-04,,200.022,2.29E-04,,199.72285,9.32E-04
199.99686,2.00E-04,,200.37698,4.41E-04,,200.01904,2.19E-04,,199.7114,9.82E-04
200.00018,1.93E-04,,200.36514,4.58E-04,,200.03568,2.41E-04,,199.7162,0.00109
199.99686,1.24E-04,,200.36847,4.51E-04,,200.01016,3.43E-04,,199.70067,0.00103
199.99501,1.17E-04,,200.34332,4.51E-04,,200.00018,2.79E-04,,199.69771,0.00113
199.99316,2.12E-04,,200.34961,5.25E-04,,199.99797,2.79E-04,,199.7114,0.00113
200.0013,1.45E-04,,200.3548,4.60E-04,,200.00018,2.98E-04,,199.70807,0.0012
200.00647,2.86E-04,,200.35332,4.41E-04,,200.01387,2.00E-04,,199.69106,0.00123
199.99686,2.10E-04,,200.34332,5.27E-04,,200.0087,2.29E-04,,199.69106,0.00129
199.99168,2.00E-04,,200.32446,4.79E-04,,200.02385,3.17E-04,,199.67737,0.00133
199.99686,2.19E-04,,200.31227,4.58E-04,,199.99834,2.10E-04,,199.67516,0.00139
200.00832,1.91E-04,,200.29341,3.84E-04,,200.01387,2.41E-04,,199.67404,0.0014
200.01535,1.84E-04,,200.26826,4.39E-04,,200.00832,2.67E-04,,199.66147,0.00146
200.00314,1.84E-04,,200.25792,4.51E-04,,200.00684,2.03E-04,,199.6478,0.00143
200.01498,8.82E-05,,200.25421,3.72E-04,,200.01164,2.57E-04,,199.66479,0.00148
199.99834,1.74E-04,,200.23203,4.41E-04,,199.99316,2.79E-04,,199.65814,0.0015
200.01904,7.87E-05,,200.22389,4.29E-04,,200.00462,2.79E-04,,199.66702,0.00151
200.03754,1.34E-04,,200.20837,4.39E-04,,200.01349,2.96E-04,,199.68256,0.00154
200.0564,1.55E-04,,200.20837,4.51E-04,,200.03088,3.05E-04,,199.69069,0.00155
200.05936,1.74E-04,,200.21021,4.98E-04,,200.03568,3.08E-04,,199.70807,0.00156
200.07155,2.19E-04,,200.22389,4.77E-04,,200.03198,1.55E-04,,199.7077,0.00161
200.09521,1.81E-04,,200.23535,3.65E-04,,200.04271,1.72E-04,,199.72803,0.00165
200.13515,2.03E-04,,200.24054,4.01E-04,,200.05417,6.91E-05,,199.76907,0.0017
200.16583,2.60E-04,,200.26125,4.58E-04,,200.0856,2.38E-06,,199.81863,0.00172
200.21355,2.69E-04,,200.28712,3.72E-04,,200.1248,9.78E-05,,199.82935,0.00166
200.2764,2.79E-04,,200.33594,3.62E-04,,200.15733,2.15E-05,,199.85635,0.00169
200.32225,3.65E-04,,200.3792,3.15E-04,,200.20799,7.87E-05,,199.91144,0.0017
200.38548,3.55E-04,,200.42172,3.08E-04,,200.25792,1.24E-04,,199.97282,0.00171
200.46277,4.12E-04,,200.47498,3.27E-04,,200.3315,8.82E-05,,200.02902,0.00175
200.52045,4.22E-04,,200.53635,3.27E-04,,200.39917,5.01E-05,,200.09706,0.0018
200.62509,4.51E-04,,200.61992,3.34E-04,,200.47423,0,,200.20134,0.0018
200.71568,4.51E-04,,200.71347,3.36E-04,,200.55299,3.81E-05,,200.28528,0.00186
200.80739,4.86E-04,,200.81775,3.36E-04,,200.64174,5.72E-05,,200.36218,0.00187
200.92868,4.70E-04,,200.92239,3.24E-04,,200.73381,7.63E-05,,200.44206,0.00191
201.0385,4.41E-04,,201.02777,4.10E-04,,200.82292,5.01E-05,,200.53821,0.00195
201.17162,3.81E-04,,201.13574,3.62E-04,,200.93903,7.87E-05,,200.63693,0.00191
201.28551,3.74E-04,,201.27182,3.74E-04,,201.06697,8.82E-05,,200.76968,0.00196
201.43452,4.01E-04,,201.39717,3.84E-04,,201.21266,3.81E-05,,200.90353,0.00198
201.54361,3.91E-04,,201.52289,4.29E-04,,201.33025,8.58E-05,,201.03998,0.00199
201.68744,2.79E-04,,201.67523,5.08E-04,,201.45448,1.81E-04,,201.17273,0.00201
201.82907,3.91E-04,,201.82721,5.25E-04,,201.59685,9.78E-05,,201.32027,0.002
201.97069,4.12E-04,,201.98399,5.56E-04,,201.7211,2.41E-04,,201.46817,0.00201
202.11046,4.51E-04,,202.14485,5.46E-04,,201.86308,1.65E-04,,201.60831,0.00198
202.26909,4.01E-04,,202.30681,5.91E-04,,202.01987,2.67E-04,,201.77286,0.00201
202.42514,5.08E-04,,202.47136,6.48E-04,,202.1552,1.84E-04,,201.91928,0.0019
202.59412,4.98E-04,,202.65698,6.41E-04,,202.32603,2.03E-04,,202.08864,0.00192
202.74425,5.17E-04,,202.82632,6.20E-04,,202.49982,1.55E-04,,202.2554,0.00194
202.93726,4.29E-04,,203.00235,6.32E-04,,202.67621,1.14E-04,,202.40775,0.002
203.10957,5.82E-04,,203.19536,6.79E-04,,202.85147,1.26E-04,,202.5919,0.00194
203.28189,5.44E-04,,203.37469,6.89E-04,,203.01381,1.65E-04,,202.77863,0.00195
203.45605,5.27E-04,,203.5692,7.72E-04,,203.20164,1.91E-04,,202.95465,0.002
203.63058,6.22E-04,,203.75555,7.72E-04,,203.37617,1.45E-04,,203.13547,0.00207
203.82361,5.65E-04,,203.94785,7.08E-04,,203.57549,9.78E-05,,203.33365,0.00208
204.00627,6.03E-04,,204.14124,7.37E-04,,203.74484,7.63E-05,,203.53186,0.00209
204.19559,6.68E-04,,204.3446,7.65E-04,,203.96005,9.78E-05,,203.71747,0.00206
204.40599,6.29E-04,,204.53244,7.84E-04,,204.14937,5.72E-05,,203.90384,0.00214
204.60603,6.10E-04,,204.75284,7.56E-04,,204.35126,1.72E-04,,204.1257,0.00207
204.82272,6.13E-04,,204.94733,8.03E-04,,204.56277,1.45E-04,,204.33055,0.00208
205.02202,6.20E-04,,205.14331,8.30E-04,,204.75616,1.34E-04,,204.53911,0.00211
205.2291,6.58E-04,,205.35666,8.61E-04,,204.96249,8.58E-05,,204.73398,0.00216
205.41879,6.96E-04,,205.56337,8.32E-04,,205.15884,1.62E-04,,204.94179,0.00213
205.62512,6.39E-04,,205.78893,8.11E-04,,205.37405,2.29E-04,,205.17067,0.00218
205.83218,7.37E-04,,205.99896,8.20E-04,,205.59296,1.91E-04,,205.38809,0.00216
206.05072,7.15E-04,,206.22266,8.70E-04,,205.80113,1.91E-04,,205.62845,0.00216
206.27074,6.89E-04,,206.45192,9.37E-04,,206.04555,2.03E-04,,205.83847,0.0022
206.48743,7.94E-04,,206.6601,9.35E-04,,206.27258,1.91E-04,,206.07587,0.00222
206.71446,7.44E-04,,206.87679,9.73E-04,,206.49962,1.43E-04,,206.30179,0.00228
206.94186,7.27E-04,,207.09421,9.27E-04,,206.73665,1.26E-04,,206.55435,0.00232
207.18628,8.13E-04,,207.32088,9.75E-04,,206.9574,2.86E-04,,206.77954,0.00232
207.40445,7.84E-04,,207.53793,9.25E-04,,207.19147,1.93E-04,,207.02063,0.00229
207.63889,8.11E-04,,207.77718,0.00104,,207.427,2.86E-04,,207.25912,0.00236
207.86925,7.72E-04,,208.01234,0.00102,,207.68843,3.27E-04,,207.50504,0.00237
208.10147,7.15E-04,,208.25307,0.00109,,207.91658,3.15E-04,,207.72023,0.00249
208.33849,8.03E-04,,208.48898,0.00111,,208.13364,3.81E-04,,207.98831,0.00256
208.59326,7.84E-04,,208.72675,0.00106,,208.39987,4.01E-04,,208.2294,0.00258
208.82916,7.75E-04,,208.9671,0.0011,,208.63577,4.60E-04,,208.4753,0.00256
209.07617,7.82E-04,,209.203,0.00111,,208.90201,4.60E-04,,208.71269,0.00259
209.32245,8.20E-04,,209.44557,0.00111,,209.16861,5.46E-04,,208.98262,0.00259
209.58054,8.32E-04,,209.69666,0.0012,,209.41489,4.41E-04,,209.22852,0.00262
209.83495,8.30E-04,,209.95807,0.00122,,209.67261,6.01E-04,,209.49808,0.00267
210.08084,9.63E-04,,210.20731,0.00132,,209.94366,5.75E-04,,209.7695,0.00269
210.34375,9.16E-04,,210.46799,0.00128,,210.19177,5.34E-04,,210.03278,0.0027
210.60999,8.80E-04,,210.73126,0.00132,,210.44617,6.48E-04,,210.30234,0.00271
210.84775,9.75E-04,,210.989,0.00135,,210.71426,6.20E-04,,210.56375,0.00274
211.10362,9.73E-04,,211.24895,0.00141,,210.97235,6.96E-04,,210.83073,0.00281
211.38354,9.85E-04,,211.5148,0.00144,,211.22971,7.37E-04,,211.09808,0.00286
211.64127,0.00103,,211.78178,0.00138,,211.5137,7.53E-04,,211.37872,0.0029
211.89752,0.0011,,212.05688,0.0015,,211.81432,7.18E-04,,211.63831,0.00292
212.18298,0.00114,,212.33125,0.00151,,212.06982,7.25E-04,,211.89973,0.00299
212.44551,0.00113,,212.58936,0.00161,,212.34309,7.94E-04,,212.19629,0.00304
212.72913,0.00118,,212.8763,0.00168,,212.61006,7.94E-04,,212.47621,0.00317
213.00905,0.00122,,213.14919,0.0017,,212.8885,8.51E-04,,212.77719,0.00312
213.29266,0.00124,,213.4243,0.00176,,213.16176,8.39E-04,,213.05194,0.00319
213.58182,0.00132,,213.70828,0.00177,,213.44501,8.30E-04,,213.32335,0.00331
213.86691,0.00126,,214.0137,0.00179,,213.74562,8.39E-04,,213.63654,0.00333
214.15201,0.00139,,214.30916,0.00177,,214.01703,8.89E-04,,213.90573,0.00333
214.43228,0.00146,,214.60645,0.00187,,214.31064,9.16E-04,,214.19638,0.0034
214.71553,0.00147,,214.88969,0.00195,,214.5887,9.06E-04,,214.48294,0.00337
215.00949,0.0014,,215.18698,0.00196,,214.88969,9.82E-04,,214.75325,0.00335
215.2957,0.00146,,215.49574,0.00195,,215.17627,0.00103,,215.06386,0.00336
215.58485,0.00147,,215.79637,0.00201,,215.47208,0.00105,,215.36966,0.00344
215.88844,0.00152,,216.09514,0.00202,,215.78934,0.0011,,215.66695,0.00348
216.19461,0.00154,,216.39392,0.00207,,216.09181,0.00121,,215.95906,0.00351
216.50041,0.00158,,216.68456,0.00216,,216.38873,0.00118,,216.24564,0.00364
216.79881,0.00166,,216.98813,0.00221,,216.67567,0.00129,,216.55292,0.00363
217.09796,0.00161,,217.28026,0.00225,,216.96927,0.00127,,216.84171,0.0037
217.40154,0.00167,,217.59123,0.00234,,217.28358,0.00138,,217.16415,0.00376
217.71103,0.00177,,217.88667,0.00236,,217.57791,0.00133,,217.46181,0.00381
218.02533,0.00167,,218.18063,0.00243,,217.87152,0.0015,,217.76244,0.00381
218.32375,0.00179,,218.4772,0.00245,,218.1666,0.00157,,218.07082,0.00388
218.61734,0.00178,,218.77116,0.00255,,218.49457,0.00156,,218.37994,0.00394
218.91797,0.00183,,219.07881,0.0026,,218.79704,0.00158,,218.67096,0.00397
219.23596,0.00185,,219.40015,0.00269,,219.09212,0.00178,,218.9897,0.0041
219.53844,0.00201,,219.71371,0.00272,,219.4153,0.00177,,219.31621,0.00415
219.84016,0.00205,,220.01137,0.00273,,219.72739,0.00181,,219.6268,0.00414
220.16002,0.00213,,220.32678,0.00283,,220.02986,0.00187,,219.94629,0.00424
220.45879,0.00224,,220.63924,0.00285,,220.34268,0.00182,,220.25172,0.00433
220.77272,0.0023,,220.95354,0.00291,,220.66882,0.00189,,220.55234,0.00433
221.09406,0.00231,,221.27303,0.00299,,220.97092,0.00192,,220.87848,0.00444
221.39615,0.00245,,221.58215,0.00309,,221.29742,0.00198,,221.21645,0.00443
221.70343,0.00244,,221.90126,0.00313,,221.60138,0.00201,,221.51744,0.00456
222.0318,0.00255,,222.21779,0.00318,,221.92345,0.00206,,221.84174,0.00457
222.34387,0.00255,,222.53505,0.00319,,222.24811,0.00212,,222.1564,0.00463
222.66521,0.00263,,222.85268,0.00328,,222.56277,0.00217,,222.48032,0.00476
222.99319,0.00266,,223.18214,0.00339,,222.88707,0.00216,,222.80682,0.00482
223.31526,0.00274,,223.502,0.00335,,223.20137,0.00219,,223.11447,0.0048
223.64139,0.0028,,223.81593,0.00349,,223.53601,0.00229,,223.42471,0.00486
223.96495,0.00283,,224.12839,0.00355,,223.84846,0.00239,,223.76489,0.00492
224.25522,0.00295,,224.43788,0.0036,,224.18164,0.00244,,224.05997,0.00494
224.58986,0.00289,,224.75366,0.00364,,224.51813,0.0025,,224.38132,0.00504
224.9171,0.0031,,225.06058,0.00366,,224.8317,0.0025,,224.70892,0.00505
225.25211,0.00308,,225.38522,0.0038,,225.17372,0.00257,,225.03024,0.00512
225.5849,0.00322,,225.70139,0.00392,,225.49431,0.0027,,225.35083,0.00527
225.90771,0.00329,,226.03639,0.00401,,225.83118,0.00276,,225.68585,0.00531
226.24124,0.0034,,226.347,0.00405,,226.12958,0.00291,,226.01569,0.00537
226.54483,0.00342,,226.68164,0.00416,,226.47864,0.00298,,226.32666,0.00539
226.86801,0.00354,,227.01259,0.0042,,226.80959,0.003,,226.66426,0.00547
227.19562,0.00365,,227.33575,0.00433,,227.14275,0.00307,,226.97523,0.00558
227.50438,0.00376,,227.66005,0.00449,,227.47591,0.00319,,227.29434,0.00565
227.83754,0.00387,,227.98952,0.00463,,227.79649,0.00331,,227.62418,0.00572
228.16405,0.00392,,228.32083,0.00474,,228.13336,0.00332,,227.95883,0.00576
228.47798,0.004,,228.65067,0.00486,,228.46762,0.00345,,228.3042,0.00585
228.8093,0.004,,228.97311,0.00495,,228.81262,0.00346,,228.62146,0.0059
229.14394,0.0041,,229.30774,0.00505,,229.16095,0.00358,,228.94759,0.00595
229.46823,0.00421,,229.64645,0.00512,,229.48044,0.00351,,229.28778,0.00601
229.8036,0.00428,,229.98109,0.00526,,229.80472,0.00359,,229.61243,0.00605
230.14011,0.00431,,230.31573,0.00532,,230.13123,0.00364,,229.97888,0.00617
230.50174,0.00447,,230.65851,0.0054,,230.47141,0.00363,,230.27432,0.0062
230.82935,0.00446,,230.99722,0.00555,,230.80199,0.00376,,230.62338,0.00626
231.14365,0.00448,,231.33519,0.00559,,231.13034,0.00375,,230.9425,0.00632
231.47163,0.00459,,231.66835,0.00575,,231.45612,0.00384,,231.28897,0.00643
231.81146,0.00468,,232.01001,0.00581,,231.79482,0.00393,,231.62878,0.00657
232.15497,0.00479,,232.3428,0.00593,,232.14091,0.00403,,231.96344,0.00659
232.4726,0.00476,,232.67596,0.00601,,232.47223,0.00409,,232.29141,0.00664
232.8006,0.00489,,233.03244,0.00612,,232.81204,0.00416,,232.66748,0.00674
233.14853,0.00502,,233.36929,0.00625,,233.15187,0.00422,,232.99361,0.00685
233.4939,0.00511,,233.71909,0.00638,,233.49576,0.00428,,233.33527,0.0069
233.82855,0.00521,,234.06778,0.00649,,233.84001,0.00449,,233.66806,0.00698
234.15469,0.00526,,234.42462,0.0066,,234.16281,0.00458,,234.0249,0.00711
234.48267,0.00523,,234.76295,0.00668,,234.50337,0.00465,,234.36324,0.00726
234.82211,0.0054,,235.0976,0.00692,,234.84097,0.00482,,234.74002,0.00731
235.18411,0.00549,,235.42853,0.00696,,235.18301,0.00492,,235.0632,0.00741
235.50916,0.00562,,235.77206,0.0071,,235.54169,0.00491,,235.41818,0.00751
235.84674,0.00563,,236.09967,0.00724,,235.87633,0.00502,,235.74765,0.0076
236.20358,0.00583,,236.42581,0.00736,,236.20358,0.00507,,236.08118,0.00772
236.53046,0.00587,,236.76895,0.00745,,236.5519,0.00522,,236.42728,0.00783
236.87692,0.00595,,237.10359,0.0075,,236.90947,0.00519,,236.75417,0.00794
237.2356,0.00596,,237.44231,0.00759,,237.24559,0.00529,,237.09213,0.0081
237.55324,0.00606,,237.77509,0.00772,,237.58023,0.00527,,237.4301,0.00823
237.8949,0.00619,,238.12195,0.00776,,237.93077,0.00544,,237.77325,0.00834
238.2399,0.00636,,238.45142,0.00787,,238.26874,0.00551,,238.11307,0.00832
238.55901,0.00638,,238.79492,0.00803,,238.62039,0.00557,,238.45142,0.00841
238.89218,0.00651,,239.11588,0.00811,,238.94617,0.00563,,238.7805,0.00847
239.23346,0.00661,,239.46088,0.00826,,239.27637,0.00572,,239.11403,0.00855
239.58142,0.00673,,239.81253,0.00833,,239.60953,0.00584,,239.46051,0.00869
239.93011,0.00681,,240.15634,0.0085,,239.94934,0.00593,,239.79552,0.00877
240.26477,0.007,,240.49423,0.00855,,240.27486,0.00603,,240.11491,0.00898
240.59402,0.00702,,240.82854,0.00876,,240.62212,0.00612,,240.433,0.00913
240.94057,0.00712,,241.16606,0.00893,,240.95821,0.00619,,240.79863,0.00923
241.26152,0.00724,,241.50108,0.00911,,241.28494,0.00626,,241.11131,0.00941
241.58429,0.00737,,241.83321,0.00928,,241.62212,0.00634,,241.45929,0.00952
241.93517,0.00758,,242.15994,0.00944,,241.96037,0.00646,,241.79179,0.00957
242.27269,0.00765,,242.4892,0.00957,,242.28603,0.0065,,242.11311,0.00966
242.60231,0.00778,,242.83214,0.00972,,242.64229,0.00663,,242.46217,0.00983
242.94525,0.00793,,243.17111,0.00981,,242.95786,0.00681,,242.81664,0.00996
243.28783,0.00808,,243.5072,0.00994,,243.29575,0.0069,,243.13977,0.01009
243.61671,0.00823,,243.83357,0.01005,,243.65022,0.00698,,243.45425,0.01017
243.96326,0.00828,,244.17291,0.01022,,243.98343,0.00699,,243.78171,0.01041
244.29286,0.00843,,244.51189,0.01031,,244.30043,0.00697,,244.12752,0.01055
244.6232,0.00844,,244.84834,0.01051,,244.64157,0.00712,,244.47731,0.01067
244.95929,0.00853,,245.19452,0.0106,,244.97946,0.00726,,244.81017,0.01077
245.29755,0.00871,,245.53351,0.01075,,245.30908,0.00726,,245.16391,0.01097
245.65202,0.00888,,245.875,0.01078,,245.64986,0.00741,,245.49857,0.01106
245.991,0.00904,,246.20569,0.01099,,245.9946,0.00749,,245.83502,0.01117
246.32205,0.00909,,246.55151,0.01107,,246.30728,0.00756,,246.17543,0.01128
246.65022,0.0092,,246.8894,0.01126,,246.64481,0.00764,,246.52702,0.01149
247.009,0.00934,,247.23523,0.01135,,246.9946,0.00775,,246.87643,0.01156
247.35843,0.00948,,247.5598,0.01146,,247.32529,0.00773,,247.20209,0.01179
247.67831,0.00968,,247.90778,0.01152,,247.64949,0.00793,,247.56197,0.01188
248.03783,0.00975,,248.2518,0.01164,,247.99892,0.00807,,247.88112,0.01194
248.38148,0.0098,,248.59474,0.01174,,248.33682,0.00811,,248.23235,0.01212
248.72298,0.0099,,248.94057,0.01186,,248.67111,0.0083,,248.55511,0.0122
249.07385,0.01005,,249.28531,0.01193,,249.01045,0.00831,,248.88905,0.01233
249.41823,0.01016,,249.61635,0.01205,,249.34042,0.00849,,249.21362,0.0125
249.7608,0.01027,,249.95534,0.01218,,249.67435,0.00857,,249.5562,0.01268
250.1088,0.01038,,250.29178,0.01232,,250.02882,0.00865,,249.88725,0.01272
250.44957,0.01059,,250.63472,0.01245,,250.36023,0.00879,,250.22694,0.01282
250.79431,0.01064,,250.98019,0.01251,,250.69597,0.00893,,250.5742,0.01297
251.11671,0.01079,,251.32637,0.01266,,251.02737,0.00905,,250.91066,0.0131
251.46289,0.0109,,251.64949,0.01288,,251.36166,0.00926,,251.25648,0.01317
251.81592,0.01104,,251.99063,0.01301,,251.71289,0.00934,,251.60735,0.01331
252.16534,0.01119,,252.33105,0.01314,,252.06665,0.00949,,251.95354,0.01348
252.49783,0.01129,,252.66751,0.01328,,252.42146,0.00961,,252.28963,0.0136
252.84583,0.01132,,253.00504,0.01338,,252.76585,0.00983,,252.65598,0.01368
253.19345,0.01143,,253.34943,0.01348,,253.10519,0.00988,,252.97514,0.01382
253.52629,0.01157,,253.69597,0.0136,,253.45137,0.01005,,253.32312,0.01388
253.87212,0.01173,,254.02989,0.01367,,253.80368,0.01015,,253.66534,0.01407
254.21326,0.01187,,254.37572,0.0138,,254.1412,0.01026,,254.00972,0.01422
254.55763,0.01189,,254.72226,0.01393,,254.48883,0.01033,,254.35123,0.01429
254.89697,0.01206,,255.07349,0.01405,,254.82492,0.01052,,254.69417,0.01436
255.22803,0.01217,,255.42723,0.01416,,255.17326,0.0106,,255.05115,0.01453
255.57097,0.01236,,255.76729,0.01433,,255.50252,0.01074,,255.38905,0.01465
255.90994,0.01249,,256.1178,0.01443,,255.84834,0.01086,,255.74208,0.01472
256.25467,0.01254,,256.45929,0.01454,,256.19452,0.01106,,256.07996,0.01491
256.60699,0.01266,,256.81665,0.01467,,256.52881,0.01112,,256.41895,0.01499
256.94345,0.01281,,257.1441,0.01482,,256.87463,0.01131,,256.76154,0.01511
257.2691,0.01291,,257.4892,0.01492,,257.21793,0.01143,,257.09293,0.01521
257.62897,0.01312,,257.82169,0.01498,,257.58392,0.01148,,257.42578,0.01532
257.97479,0.01329,,258.18732,0.01516,,257.91641,0.01159,,257.76007,0.01549
258.30728,0.01332,,258.52667,0.01534,,258.2608,0.01177,,258.13257,0.01558
258.64984,0.01346,,258.86276,0.01543,,258.60049,0.0118,,258.4791,0.01567
258.98126,0.01354,,259.20605,0.01557,,258.94308,0.01192,,258.82169,0.01574
259.32852,0.01366,,259.53531,0.01565,,259.29431,0.01205,,259.1423,0.01584
259.66858,0.01385,,259.88147,0.01577,,259.63474,0.01211,,259.48199,0.01589
260.0144,0.01391,,260.22876,0.01584,,259.98306,0.01227,,259.81665,0.01595
260.38544,0.01412,,260.56485,0.01591,,260.33682,0.01237,,260.16248,0.01609
260.73126,0.01424,,260.90778,0.016,,260.68155,0.01254,,260.5054,0.01612
261.05225,0.01432,,261.25577,0.01609,,261.02271,0.01259,,260.84293,0.01621
261.40167,0.01446,,261.60663,0.01616,,261.37537,0.01276,,261.19742,0.01629
261.73486,0.01454,,261.94595,0.01633,,261.70605,0.01283,,261.52017,0.01628
262.08899,0.01465,,262.27881,0.01637,,262.05908,0.01294,,261.87247,0.01636
262.43985,0.01482,,262.61996,0.01646,,262.40707,0.01307,,262.21686,0.01645
262.79108,0.01491,,262.98883,0.01667,,262.76404,0.01319,,262.56989,0.01657
263.13544,0.01499,,263.33969,0.01681,,263.09583,0.01331,,262.91248,0.01665
263.4899,0.01508,,263.68625,0.01691,,263.43118,0.01335,,263.26044,0.01671
263.84042,0.01514,,264.02844,0.01706,,263.78781,0.01355,,263.6131,0.01683
264.18372,0.01525,,264.38004,0.01717,,264.10519,0.01368,,263.96219,0.01688
264.54321,0.01533,,264.71759,0.01721,,264.43658,0.01385,,264.28351,0.01688
264.8869,0.01551,,265.05188,0.01736,,264.78748,0.01391,,264.63113,0.017
265.21866,0.0156,,265.41101,0.01744,,265.1167,0.01404,,264.96722,0.01709
265.57635,0.01564,,265.75397,0.01751,,265.47153,0.01422,,265.30511,0.01724
265.91211,0.01573,,266.1131,0.01768,,265.80188,0.01426,,265.66931,0.01734
266.27341,0.01574,,266.45569,0.01779,,266.15167,0.01433,,266.01694,0.01745
266.60229,0.01583,,266.79395,0.01791,,266.48776,0.01444,,266.35663,0.01752
266.95316,0.01594,,267.13834,0.01799,,266.83179,0.01451,,266.69595,0.01761
267.29755,0.01602,,267.48416,0.01809,,267.17291,0.01468,,267.02844,0.01777
267.64554,0.01613,,267.82852,0.01813,,267.5072,0.01485,,267.37463,0.01788
267.9881,0.01622,,268.18155,0.01832,,267.83826,0.01493,,267.73846,0.01787
268.34473,0.01632,,268.51874,0.01845,,268.17148,0.01517,,268.07492,0.01796
268.68228,0.01639,,268.86203,0.01853,,268.52917,0.01526,,268.41571,0.01795
269.0162,0.01642,,269.21109,0.01861,,268.86996,0.01534,,268.74893,0.018
269.3606,0.01654,,269.54575,0.01874,,269.20929,0.01555,,269.09439,0.01803
269.68732,0.01666,,269.8912,0.01885,,269.54034,0.01558,,269.42905,0.01808
270.04504,0.01677,,270.24423,0.01898,,269.90021,0.01575,,269.77811,0.01805
270.38437,0.01682,,270.56702,0.01894,,270.241,0.01585,,270.12967,0.01805
270.72659,0.01699,,270.90344,0.01909,,270.58539,0.01604,,270.47226,0.01815
271.06952,0.0171,,271.25073,0.01908,,270.93118,0.01622,,270.78854,0.01821
271.41031,0.01711,,271.58539,0.01921,,271.27054,0.01624,,271.11923,0.01825
271.74857,0.01727,,271.91968,0.01917,,271.6131,0.01647,,271.47839,0.01832
272.08105,0.01725,,272.26874,0.0193,,271.96109,0.0166,,271.83682,0.01832
272.43228,0.01734,,272.60519,0.01934,,272.31088,0.01668,,272.17435,0.01843
272.77484,0.01746,,272.95245,0.01942,,272.66678,0.01673,,272.51007,0.01844
273.11276,0.01751,,273.29681,0.01949,,273.00757,0.01685,,272.85446,0.01852
273.46866,0.0175,,273.64841,0.01947,,273.35553,0.01702,,273.19092,0.01856
273.80978,0.0176,,274.0072,0.01952,,273.70135,0.01713,,273.53818,0.01857
274.15094,0.01767,,274.34329,0.01958,,274.05225,0.01721,,273.89301,0.01862
274.4917,0.01779,,274.70102,0.01969,,274.39697,0.01742,,274.2374,0.01867
274.80978,0.0178,,275.04214,0.01968,,274.7381,0.01753,,274.58789,0.01877
275.17038,0.0179,,275.38364,0.01972,,275.07385,0.01759,,274.92725,0.01884
275.50684,0.01796,,275.73416,0.01976,,275.42651,0.0178,,275.27161,0.01883
275.84619,0.01805,,276.08356,0.01979,,275.7709,0.01789,,275.61276,0.01883
276.18875,0.01805,,276.42291,0.01982,,276.10339,0.01795,,275.95749,0.01879
276.5162,0.01813,,276.75433,0.01984,,276.44019,0.01807,,276.32819,0.01881
276.85446,0.01811,,277.10376,0.01987,,276.77954,0.01812,,276.68265,0.01878
277.18658,0.01817,,277.46146,0.01991,,277.13867,0.01826,,276.99243,0.0188
277.53601,0.01826,,277.81268,0.02004,,277.47766,0.01832,,277.34149,0.01886
277.87213,0.01823,,278.15527,0.02013,,277.81268,0.01853,,277.67111,0.01892
278.19632,0.01829,,278.51117,0.02019,,278.17365,0.01868,,278.02234,0.01894
278.56628,0.01835,,278.85229,0.02023,,278.52271,0.01871,,278.34006,0.01895
278.88724,0.01831,,279.20319,0.02037,,278.86853,0.0188,,278.70282,0.01899
279.21326,0.01843,,279.53241,0.02034,,279.21146,0.01897,,279.03531,0.01901
279.55908,0.01849,,279.8606,0.02036,,279.55078,0.01906,,279.38474,0.01903
279.90851,0.01856,,280.20605,0.02036,,279.90344,0.01909,,279.71759,0.01903
280.25433,0.01869,,280.53711,0.02044,,280.22946,0.0193,,280.05511,0.01903
280.59943,0.01878,,280.8739,0.02049,,280.57925,0.01943,,280.40311,0.01904
280.94849,0.01881,,281.21829,0.0206,,280.94489,0.01951,,280.74747,0.0191
281.29288,0.01889,,281.56412,0.0206,,281.28601,0.01969,,281.06665,0.01919
281.64734,0.01892,,281.91641,0.02062,,281.63544,0.01975,,281.42758,0.01926
281.9917,0.01896,,282.2691,0.02067,,281.98666,0.01989,,281.76657,0.01933
282.32455,0.01902,,282.61526,0.02064,,282.32962,0.02002,,282.13437,0.0194
282.68048,0.01916,,282.96829,0.02066,,282.66174,0.02012,,282.47876,0.01936
283.03098,0.01924,,283.30258,0.02064,,283.0162,0.02023,,282.80835,0.01941
