T_REF [°C],TCDsignal_REF [a.u.],,T_1Mn [°C],TCDsignal_1Mn [a.u.],,T_1Cr [°C],TCDsignal_1Cr [a.u.],,T_1Fe [°C],TCDsignal_1Fe [a.u.]
609.04761,0.00858,,609.25177,0.0067,,608.63934,0.00483,,609.59375,0.00508
609.38293,0.00859,,609.599,0.00669,,608.98169,0.00485,,609.93256,0.00506
609.73297,0.00857,,609.94659,0.00664,,609.29559,0.00492,,610.28052,0.00498
610.0553,0.00866,,610.2868,0.00664,,609.64246,0.00488,,610.61719,0.00491
610.39728,0.00867,,610.62421,0.00665,,609.9715,0.00489,,610.94971,0.00492
610.7312,0.00865,,610.96552,0.00667,,610.30365,0.00489,,611.25769,0.0049
611.06476,0.00864,,611.28363,0.00661,,610.64001,0.00489,,611.57794,0.00488
611.39801,0.00868,,611.62842,0.00659,,610.98022,0.00489,,611.92133,0.00488
611.73505,0.00866,,611.96722,0.0066,,611.32257,0.00488,,612.24261,0.0049
612.08337,0.00865,,612.31482,0.00661,,611.64282,0.00494,,612.56,0.00483
612.4057,0.00861,,612.66382,0.00661,,612.00897,0.00487,,612.90167,0.00478
612.74591,0.00866,,613.00513,0.0066,,612.35095,0.00492,,613.24469,0.00472
613.07843,0.00858,,613.34534,0.00657,,612.68628,0.00496,,613.55792,0.00471
613.40674,0.00861,,613.67609,0.00658,,613.04724,0.00498,,613.87708,0.00473
613.755,0.00859,,614.0083,0.00657,,613.38147,0.00494,,614.18469,0.00472
614.09698,0.00862,,614.34674,0.00658,,613.7312,0.00491,,614.52771,0.00474
614.45337,0.00849,,614.68872,0.00654,,614.06439,0.00491,,614.86621,0.00467
614.78064,0.00857,,615.02686,0.00648,,614.41125,0.00486,,615.21979,0.00466
615.12433,0.00862,,615.35413,0.00654,,614.73364,0.00489,,615.51581,0.00467
615.453,0.00857,,615.69293,0.00651,,615.06403,0.00488,,615.83887,0.00466
615.79321,0.00863,,616.0293,0.00653,,615.38989,0.00491,,616.18188,0.00465
616.14294,0.00861,,616.35687,0.00643,,615.72205,0.00489,,616.52386,0.00462
616.4765,0.0087,,616.6936,0.00648,,616.04578,0.00497,,616.83319,0.00462
616.8136,0.00865,,617.0321,0.00647,,616.38147,0.00492,,617.16223,0.00461
617.1394,0.0086,,617.37408,0.00655,,616.72308,0.00484,,617.49438,0.00452
617.48914,0.00867,,617.69849,0.00653,,617.06506,0.00491,,617.81604,0.00457
617.80164,0.00858,,618.03174,0.00654,,617.38354,0.00485,,618.13904,0.00458
618.13873,0.00857,,618.3653,0.00649,,617.73676,0.00493,,618.45648,0.00459
618.49646,0.0086,,618.70551,0.00648,,618.07068,0.00485,,618.78827,0.00458
618.82269,0.00849,,619.04297,0.00644,,618.39758,0.00483,,619.11908,0.00457
619.16571,0.00854,,619.37964,0.00643,,618.72656,0.00487,,619.45123,0.00463
619.48804,0.0085,,619.71326,0.00643,,619.06396,0.00488,,619.79602,0.00458
619.81879,0.00854,,620.05524,0.00649,,619.39404,0.00476,,620.11835,0.00457
620.16992,0.00851,,620.39508,0.00651,,619.73462,0.00476,,620.44244,0.00459
620.50555,0.00848,,620.72723,0.0065,,620.08398,0.00482,,620.79529,0.00464
620.84753,0.00843,,621.07867,0.00653,,620.4151,0.00484,,621.13062,0.00463
621.1839,0.00844,,621.40948,0.00653,,620.76654,0.00477,,621.45294,0.00456
621.51611,0.00851,,621.73322,0.00646,,621.10468,0.00469,,621.78687,0.00453
621.83527,0.00848,,622.07062,0.00648,,621.45819,0.00466,,622.10883,0.0045
622.17688,0.00849,,622.40698,0.00652,,621.8114,0.00468,,622.45435,0.00443
622.50415,0.00853,,622.74127,0.00645,,622.14148,0.00466,,622.79633,0.0044
622.8479,0.0085,,623.07587,0.00646,,622.48804,0.00461,,623.12671,0.0044
623.18286,0.00852,,623.40521,0.00648,,622.81525,0.00464,,623.45502,0.00436
623.5213,0.00845,,623.74512,0.00646,,623.15198,0.00466,,623.79736,0.00429
623.8714,0.00841,,624.08569,0.0064,,623.49115,0.00469,,624.11761,0.00428
624.21686,0.00846,,624.43396,0.00637,,623.82751,0.00477,,624.44312,0.0042
624.54901,0.00854,,624.7735,0.00642,,624.15161,0.00477,,624.78998,0.00424
624.88922,0.00839,,625.10779,0.00643,,624.48517,0.00477,,625.1095,0.00423
625.22565,0.00836,,625.44098,0.00647,,624.83209,0.00475,,625.45428,0.00421
625.5592,0.00834,,625.78784,0.0064,,625.16071,0.00483,,625.78333,0.00422
625.9043,0.00835,,626.12494,0.00646,,625.49463,0.00478,,626.11652,0.00417
626.2337,0.00834,,626.45709,0.00647,,625.84155,0.0048,,626.44586,0.0042
626.57709,0.00825,,626.79736,0.00634,,626.17548,0.00473,,626.77136,0.00422
626.91376,0.00831,,627.14355,0.00641,,626.51672,0.00474,,627.1095,0.00423
627.24908,0.00824,,627.47601,0.00641,,626.86047,0.00476,,627.435,0.00428
627.59283,0.00833,,627.8208,0.00635,,627.19366,0.00469,,627.75134,0.00426
627.92291,0.00827,,628.16455,0.00636,,627.53705,0.00475,,628.09827,0.00428
628.24524,0.00823,,628.49774,0.00643,,627.88257,0.00471,,628.44269,0.00424
628.59351,0.00828,,628.85626,0.00631,,628.2196,0.00471,,628.76398,0.00422
628.94183,0.00823,,629.20557,0.00631,,628.56476,0.00478,,629.12,0.00426
629.26874,0.00827,,629.55426,0.00632,,628.89307,0.00477,,629.45392,0.0042
629.59808,0.00835,,629.87201,0.00631,,629.24347,0.00477,,629.78571,0.0042
629.95758,0.00831,,630.21332,0.00625,,629.59772,0.0047,,630.12103,0.00417
630.28943,0.00823,,630.53772,0.00628,,629.93304,0.00469,,630.43567,0.00416
630.61523,0.00821,,630.88708,0.00627,,630.27362,0.0048,,630.77417,0.00422
630.97125,0.00817,,631.23083,0.00619,,630.60577,0.00475,,631.10315,0.0042
631.29572,0.00817,,631.57385,0.00624,,630.95056,0.00469,,631.41882,0.00411
631.65173,0.00821,,631.90601,0.00628,,631.29077,0.00475,,631.73907,0.00414
632.00354,0.00809,,632.24451,0.00621,,631.63068,0.00469,,632.07123,0.00413
632.34338,0.00806,,632.58154,0.00624,,631.97443,0.00471,,632.41144,0.00406
632.66608,0.00804,,632.90424,0.00621,,632.31604,0.00468,,632.74713,0.00411
633.0014,0.00803,,633.24622,0.00625,,632.65454,0.00471,,633.09332,0.00408
633.3385,0.008,,633.58575,0.00621,,632.99475,0.00469,,633.41602,0.00406
