Tipo,T [°C],CO2 Concentration [a.u.]
1Cr,184.5,1.28E-04
1Cr,185.2,1.29E-04
1Cr,185.6,1.29E-04
1Cr,186.3,1.22E-04
1Cr,186.7,1.24E-04
1Cr,187.5,1.24E-04
1Cr,188.2,1.22E-04
1Cr,188.7,1.23E-04
1Cr,189.4,1.20E-04
1Cr,189.9,1.17E-04
1Cr,190.6,1.16E-04
1Cr,191.2,1.15E-04
1Cr,191.7,1.15E-04
1Cr,192.3,1.11E-04
1Cr,192.9,1.11E-04
1Cr,193.5,1.10E-04
1Cr,194.2,1.13E-04
1Cr,194.7,1.07E-04
1Cr,195.4,1.08E-04
1Cr,195.9,1.08E-04
1Cr,196.6,1.04E-04
1Cr,197.2,9.99E-05
1Cr,197.7,9.92E-05
1Cr,198.3,1.01E-04
1Cr,198.8,9.97E-05
1Cr,199.4,9.53E-05
1Cr,200.1,9.85E-05
1Cr,200.6,9.77E-05
1Cr,201.3,9.98E-05
1Cr,201.8,9.64E-05
1Cr,202.5,9.41E-05
1Cr,203.1,9.11E-05
1Cr,203.8,9.60E-05
1Cr,204.4,9.08E-05
1Cr,204.9,9.22E-05
1Cr,205.5,9.21E-05
1Cr,205.9,9.14E-05
1Cr,206.6,8.63E-05
1Cr,207.1,8.96E-05
1Cr,207.8,8.93E-05
1Cr,208.3,8.67E-05
1Cr,209.1,8.64E-05
1Cr,209.8,8.96E-05
1Cr,210.3,8.37E-05
1Cr,211,8.53E-05
1Cr,211.5,8.52E-05
1Cr,212.2,8.54E-05
1Cr,212.6,8.32E-05
1Cr,213.2,8.30E-05
1Cr,213.9,8.04E-05
1Cr,214.4,8.51E-05
1Cr,215.1,8.27E-05
1Cr,215.6,8.44E-05
1Cr,216.4,8.13E-05
1Cr,217.1,8.23E-05
1Cr,217.6,8.30E-05
1Cr,218.3,8.35E-05
1Cr,218.8,8.07E-05
1Cr,219.4,8.14E-05
1Cr,220.1,7.94E-05
1Cr,220.5,8.44E-05
1Cr,221.2,8.09E-05
1Cr,221.7,7.73E-05
1Cr,222.4,8.12E-05
1Cr,223.1,7.89E-05
1Cr,223.7,8.14E-05
1Cr,224.4,7.66E-05
1Cr,224.9,8.12E-05
1Cr,225.6,8.21E-05
1Cr,226,7.83E-05
1Cr,226.7,8.14E-05
1Cr,227.2,7.80E-05
1Cr,227.8,8.05E-05
1Cr,228.4,8.23E-05
1Cr,229,8.12E-05
1Cr,229.7,7.79E-05
1Cr,230.2,7.96E-05
1Cr,231,8.09E-05
1Cr,231.6,8.13E-05
1Cr,232.3,8.10E-05
1Cr,232.8,7.99E-05
1Cr,233.5,8.11E-05
1Cr,234.1,7.95E-05
1Cr,234.6,7.95E-05
1Cr,235.2,8.15E-05
1Cr,235.7,7.85E-05
1Cr,236.3,8.18E-05
1Cr,237,7.95E-05
1Cr,237.6,8.33E-05
1Cr,238.3,8.22E-05
1Cr,238.9,8.39E-05
1Cr,239.6,8.14E-05
1Cr,240.2,8.28E-05
1Cr,240.8,8.33E-05
1Cr,241.5,8.11E-05
1Cr,241.9,7.69E-05
1Cr,242.6,8.17E-05
1Cr,243,8.15E-05
1Cr,243.7,7.66E-05
1Cr,244.2,7.79E-05
1Cr,245,7.51E-05
1Cr,245.7,8.26E-05
1Cr,246.3,7.87E-05
1Cr,247,7.50E-05
1Cr,247.5,7.46E-05
1Cr,248.2,7.60E-05
1Cr,248.9,7.72E-05
1Cr,249.3,7.65E-05
1Cr,249.9,7.93E-05
1Cr,250.4,7.25E-05
1Cr,251.1,7.21E-05
1Cr,251.8,7.33E-05
1Cr,252.4,7.44E-05
1Cr,253.1,7.08E-05
1Cr,253.7,7.14E-05
1Cr,254.5,6.95E-05
1Cr,255,7.20E-05
1Cr,255.7,6.81E-05
1Cr,256.4,6.80E-05
1Cr,256.8,6.72E-05
1Cr,257.5,6.62E-05
1Cr,257.9,6.34E-05
1Cr,258.6,6.33E-05
1Cr,259.3,6.24E-05
1Cr,259.9,5.90E-05
1Cr,260.7,6.13E-05
1Cr,261.2,6.08E-05
1Cr,262,5.77E-05
1Cr,262.6,5.40E-05
1Cr,263.2,5.40E-05
1Cr,263.8,5.52E-05
1Cr,264.3,5.32E-05
1Cr,265,4.98E-05
1Cr,265.4,5.20E-05
1Cr,266.1,4.70E-05
1Cr,266.9,4.49E-05
1Cr,267.4,4.90E-05
1Cr,268.2,4.61E-05
1Cr,268.8,4.66E-05
1Cr,269.5,4.21E-05
1Cr,270.2,4.50E-05
1Cr,270.7,4.34E-05
1Cr,271.3,4.42E-05
1Cr,271.8,3.88E-05
1Cr,272.4,4.18E-05
1Cr,273.1,3.81E-05
1Cr,273.6,3.82E-05
1Cr,274.4,3.56E-05
1Cr,275,3.35E-05
1Cr,275.7,3.03E-05
1Cr,276.3,3.63E-05
1Cr,277,3.45E-05
1Cr,277.7,3.11E-05
1Cr,278.1,3.25E-05
1Cr,278.7,2.97E-05
1Cr,279.2,2.83E-05
1Cr,279.8,3.15E-05
1Cr,280.5,2.85E-05
1Cr,281.1,2.64E-05
1Cr,281.9,3.03E-05
1Cr,282.4,2.24E-05
1Cr,283.2,2.35E-05
1Cr,283.7,2.13E-05
1Cr,284.4,2.46E-05
1Cr,285,2.34E-05
1Cr,285.5,2.33E-05
1Cr,286.1,2.44E-05
1Cr,286.6,2.24E-05
1Cr,287.3,2.17E-05
1Cr,288,2.11E-05
1Cr,288.6,2.00E-05
1Cr,289.3,1.66E-05
1Cr,289.9,2.06E-05
1Cr,290.6,1.91E-05
1Cr,291.4,1.79E-05
1Cr,291.9,1.83E-05
1Cr,292.5,1.65E-05
1Cr,293,1.70E-05
1Cr,293.6,1.71E-05
1Cr,294.3,1.72E-05
1Cr,294.8,1.93E-05
1Cr,295.5,1.52E-05
1Cr,296.1,1.29E-05
1Cr,296.9,1.60E-05
1Cr,297.5,1.42E-05
1Cr,298.3,1.41E-05
1Cr,299,1.41E-05
1Cr,299.5,1.48E-05
1Cr,300.1,1.31E-05
1Cr,300.6,1.42E-05
1Cr,301.2,1.48E-05
1Cr,301.7,1.34E-05
1Cr,302.4,1.20E-05
1Cr,303.2,1.14E-05
1Cr,303.8,1.29E-05
1Cr,304.6,1.14E-05
1Cr,305.2,1.25E-05
1Cr,306,1.01E-05
1Cr,306.5,1.26E-05
1Cr,307.1,9.24E-06
1Cr,307.8,1.46E-05
1Cr,308.3,9.37E-06
1Cr,309,1.00E-05
1Cr,309.4,1.11E-05
1Cr,310.2,9.64E-06
1Cr,311,8.85E-06
1Cr,311.6,1.11E-05
1Cr,312.4,7.49E-06
1Cr,312.9,8.82E-06
1Cr,313.7,1.03E-05
1Cr,314.4,9.03E-06
1Cr,314.8,4.36E-06
1Cr,315.5,8.80E-06
1Cr,316,9.18E-06
1Cr,316.6,9.15E-06
1Cr,317.4,8.29E-06
1Cr,317.9,7.87E-06
1Cr,318.7,8.32E-06
1Cr,319.4,1.05E-05
1Cr,320.1,5.22E-06
1Cr,320.9,7.88E-06
1Cr,321.4,5.14E-06
1Cr,322,6.76E-06
1Cr,322.5,4.11E-06
1Cr,323.1,3.05E-06
1Cr,323.7,7.71E-06
1Cr,324.2,3.46E-06
1Cr,325,4.59E-06
1Cr,325.5,3.43E-06
1Cr,326.3,4.63E-06
1Cr,326.9,4.14E-06
1Cr,327.7,2.70E-06
1Cr,328.4,4.43E-06
1Cr,328.9,8.41E-07
1Cr,329.5,8.39E-07
1Cr,330,5.39E-06
1Cr,330.6,3.09E-06
1Cr,331.2,1.86E-06
1Cr,331.8,1.62E-06
1Cr,332.6,1.50E-06
1Cr,333.2,1.54E-06
1Cr,334,5.17E-07
1Cr,334.8,3.24E-06
1Cr,335.3,-4.87E-07
1Cr,336.1,-6.48E-07
1Cr,336.6,-1.88E-06
1Cr,337.2,-1.93E-06
1Cr,337.8,-2.57E-06
1Cr,338.3,-5.46E-07
1Cr,339,-4.43E-07
1Cr,339.5,-1.93E-06
1Cr,340.3,-2.01E-06
1Cr,340.9,-2.29E-07
1Cr,341.6,-5.91E-06
1Cr,342.4,-1.09E-06
1Cr,343,-2.24E-06
1Cr,343.7,-4.50E-06
1Cr,344.1,-6.54E-06
1Cr,344.8,-4.46E-06
1Cr,345.4,-3.75E-06
1Cr,345.9,-4.34E-06
1Cr,346.6,-2.85E-06
1Cr,347.2,-3.01E-06
1Cr,348,-3.86E-06
1Cr,348.8,-4.56E-06
1Cr,349.4,-4.34E-06
1Cr,350.2,-8.06E-06
1Cr,350.7,-5.26E-06
1Cr,351.3,-3.49E-06
1Cr,351.8,-7.38E-06
1Cr,352.4,-8.89E-06
1Cr,353,-5.69E-06
1Cr,353.6,-8.70E-06
1Cr,354.3,-6.78E-06
1Cr,354.9,-4.85E-06
1Cr,355.7,-1.00E-05
1Cr,356.5,-1.23E-05
1Cr,357,-1.10E-05
1Cr,357.8,-8.52E-06
1Cr,358.3,-9.06E-06
1Cr,358.9,-1.17E-05
1Cr,359.3,-7.35E-06
1Cr,359.9,-9.77E-06
1Cr,360.6,-1.05E-05
1Cr,361.1,-7.30E-06
1Cr,362,-1.12E-05
1Cr,362.6,-1.27E-05
1Cr,363.4,-1.27E-05
1Cr,364.2,-1.26E-05
1Cr,364.7,-1.39E-05
1Cr,365.5,-1.33E-05
1Cr,365.9,-1.23E-05
1Cr,366.6,-1.27E-05
1Cr,367,-1.21E-05
1Cr,367.7,-1.33E-05
1Cr,368.3,-1.22E-05
1Cr,368.9,-1.30E-05
1Cr,369.7,-1.27E-05
1Cr,370.4,-1.42E-05
1Cr,371.2,-1.18E-05
1Cr,371.8,-1.53E-05
1Cr,372.6,-1.37E-05
1Cr,373.2,-1.26E-05
1Cr,373.7,-1.49E-05
1Cr,374.3,-1.48E-05
1Cr,374.8,-1.36E-05
1Cr,375.5,-1.22E-05
1Cr,376,-1.19E-05
1Cr,376.8,-1.16E-05
1Cr,377.7,-1.51E-05
1Cr,378.3,-1.18E-05
1Cr,379.1,-1.41E-05
1Cr,379.7,-1.55E-05
1Cr,380.4,-1.09E-05
1Cr,381.1,-1.41E-05
1Cr,381.5,-1.18E-05
1Cr,382.1,-1.20E-05
1Cr,382.6,-1.49E-05
1Cr,383.3,-1.37E-05
1Cr,383.8,-1.37E-05
1Cr,384.7,-1.25E-05
1Cr,385.6,-1.28E-05
1Cr,386.3,-1.34E-05
1Cr,387.1,-1.37E-05
1Cr,387.6,-1.43E-05
1Cr,388.3,-1.30E-05
1Cr,389,-1.47E-05
1Cr,389.4,-1.10E-05
1Cr,390,-1.51E-05
1Cr,390.5,-1.51E-05
1Cr,391.3,-1.52E-05
1Cr,391.9,-1.41E-05
1Cr,392.7,-1.51E-05
1Cr,393.6,-1.35E-05
1Cr,394.2,-1.44E-05
1Cr,395.1,-1.24E-05
1Cr,395.6,-1.46E-05
1Cr,396.2,-1.11E-05
1Cr,396.8,-1.52E-05
1Cr,397.3,-1.16E-05
1Cr,398,-1.50E-05
1Cr,398.5,-1.30E-05
1Cr,399.2,-1.25E-05
1Cr,400.1,-1.43E-05
1Cr,400.7,-1.09E-05
1Cr,401.5,-1.36E-05
1Cr,402.1,-1.33E-05
1Cr,402.9,-1.48E-05
1Cr,403.5,-1.16E-05
1Cr,404,-1.22E-05
1Cr,404.6,-1.30E-05
1Cr,405,-1.08E-05
1Cr,405.7,-1.58E-05
1Cr,406.3,-1.28E-05
1Cr,407.1,-1.37E-05
1Cr,408,-1.15E-05
1Cr,408.6,-1.42E-05
1Cr,409.4,-1.36E-05
1Cr,410,-1.22E-05
1Cr,410.7,-1.44E-05
1Cr,411.3,-1.10E-05
1Cr,411.7,-1.17E-05
1Cr,412.3,-1.20E-05
1Cr,412.8,-9.52E-06
1Cr,413.4,-1.24E-05
1Cr,414,-1.35E-05
1Cr,414.8,-1.29E-05
1Cr,415.7,-1.12E-05
1Cr,416.3,-9.70E-06
1Cr,417.1,-1.20E-05
1Cr,417.6,-1.12E-05
1Cr,418.2,-1.22E-05
1Cr,418.7,-1.35E-05
1Cr,419.1,-1.35E-05
1Cr,419.7,-1.13E-05
1Cr,420.2,-1.35E-05
1Cr,421,-1.28E-05
1Cr,421.8,-1.18E-05
1Cr,422.4,-1.20E-05
1Cr,423.2,-1.27E-05
1Cr,423.8,-1.07E-05
1Cr,424.4,-9.41E-06
1Cr,424.9,-9.69E-06
1Cr,425.5,-1.10E-05
1Cr,426,-1.10E-05
1Cr,426.5,-1.12E-05
1Cr,427.1,-1.19E-05
1Cr,427.7,-9.76E-06
1Cr,428.5,-1.18E-05
1Cr,429.1,-9.23E-06
1Cr,430,-1.04E-05
1Cr,430.7,-1.20E-05
1Cr,431.3,-1.19E-05
1Cr,431.9,-1.24E-05
1Cr,432.3,-9.78E-06
1Cr,432.9,-1.28E-05
1Cr,433.3,-7.82E-06
1Cr,434,-1.16E-05
1Cr,434.8,-9.99E-06
1Cr,435.4,-9.46E-06
1Cr,436.3,-6.23E-06
1Cr,436.9,-1.06E-05
1Cr,437.6,-1.12E-05
1Cr,438.3,-1.06E-05
1Cr,438.7,-1.08E-05
1Cr,439.3,-8.48E-06
1Cr,439.8,-1.03E-05
1Cr,440.4,-9.16E-06
1Cr,441,-1.02E-05
1Cr,441.6,-1.09E-05
1Cr,442.5,-8.86E-06
1Cr,443.2,-1.04E-05
1Cr,444,-9.57E-06
1Cr,444.6,-8.42E-06
1Cr,445.3,-7.38E-06
1Cr,445.9,-9.01E-06
1Cr,446.4,-8.37E-06
1Cr,446.9,-9.07E-06
1Cr,447.3,-8.44E-06
1Cr,448,-9.19E-06
1Cr,448.8,-8.61E-06
1Cr,449.4,-9.93E-06
1Cr,450.3,-9.31E-06
1Cr,450.9,-7.87E-06
1Cr,451.7,-8.81E-06
1Cr,452.2,-8.22E-06
1Cr,452.9,-8.55E-06
1Cr,453.4,-8.32E-06
1Cr,453.8,-6.26E-06
1Cr,454.4,-7.82E-06
1Cr,454.9,-8.24E-06
1Cr,455.7,-5.24E-06
1Cr,456.4,-7.16E-06
1Cr,457.3,-5.54E-06
1Cr,458.1,-4.82E-06
1Cr,458.7,-5.33E-06
1Cr,459.5,-6.81E-06
1Cr,459.9,-4.56E-06
1Cr,460.5,-7.54E-06
1Cr,460.9,-6.96E-06
1Cr,461.5,-7.50E-06
1Cr,462.1,-9.53E-06
1Cr,462.7,-5.64E-06
1Cr,463.5,-4.06E-06
1Cr,464.1,-5.17E-06
1Cr,465,-6.05E-06
1Cr,465.7,-5.54E-06
1Cr,466.3,-7.36E-06
1Cr,466.8,-6.53E-06
1Cr,467.3,-7.34E-06
1Cr,467.8,-3.84E-06
1Cr,468.4,-3.03E-06
1Cr,468.9,-5.95E-06
1Cr,469.7,-5.43E-06
1Cr,470.3,-4.00E-06
1Cr,471.2,-6.81E-06
1Cr,471.9,-2.86E-06
1Cr,472.6,-4.24E-06
1Cr,473.3,-5.22E-06
1Cr,473.8,-3.02E-06
1Cr,474.4,-4.81E-06
1Cr,474.8,-4.01E-06
1Cr,475.4,-2.31E-06
1Cr,475.9,-4.11E-06
1Cr,476.7,-3.05E-06
1Cr,477.5,-4.12E-06
1Cr,478.2,-2.40E-06
1Cr,479.1,-4.75E-06
1Cr,479.6,-4.46E-06
1Cr,480.4,-1.71E-06
1Cr,481,-4.19E-06
1Cr,481.4,-4.80E-07
1Cr,481.9,-2.60E-06
1Cr,482.4,-4.54E-06
1Cr,483.1,-2.91E-06
1Cr,483.8,-5.27E-06
1Cr,484.5,-2.87E-06
1Cr,485.3,-6.57E-06
1Cr,486,-4.11E-06
1Cr,486.8,-1.98E-06
1Cr,487.4,-2.94E-06
1Cr,488,-2.35E-06
1Cr,488.6,-2.68E-06
1Cr,489,-5.49E-06
1Cr,489.5,-6.23E-06
1Cr,490,-5.17E-06
1Cr,490.7,-4.66E-06
1Cr,491.4,-4.75E-06
1Cr,492.3,-3.92E-06
1Cr,493.2,-3.00E-06
1Cr,493.9,-3.12E-06
1Cr,494.6,-2.13E-06
1Cr,495.1,-5.51E-06
1Cr,495.6,-3.70E-06
1Cr,496,-9.87E-07
1Cr,496.6,-2.59E-06
1Cr,497.2,-4.88E-06
1Cr,497.7,-2.00E-06
1Cr,498.5,-2.24E-06
1Cr,499.1,-3.04E-06
1Cr,500,-1.87E-06
1Cr,500.7,-1.16E-07
1Cr,501.4,-2.42E-06
1Cr,502.1,3.55E-07
1Cr,502.6,-1.94E-06
1Cr,503.1,-5.49E-07
1Cr,503.5,-8.47E-07
1Cr,504.1,-1.86E-06
1Cr,504.6,-3.61E-06
1Cr,505.4,-1.53E-06
1Cr,506.3,-4.95E-07
1Cr,507,9.13E-07
1Cr,507.8,-2.38E-06
1Cr,508.4,-1.56E-06
1Cr,509.1,-4.38E-06
1Cr,509.6,-5.37E-07
1Cr,510,-4.23E-06
1Cr,510.5,-2.27E-06
1Cr,510.9,-2.10E-06
1Cr,511.6,-2.27E-06
1Cr,512.2,-2.85E-06
1Cr,513.1,-1.94E-06
1Cr,513.7,-2.59E-06
1Cr,514.6,3.66E-07
1Cr,515.4,-2.71E-06
1Cr,515.9,-1.71E-06
1Cr,516.5,-6.48E-07
1Cr,516.9,-9.03E-07
1Cr,517.4,-2.70E-06
1Cr,517.9,-1.68E-06
1Cr,518.6,-2.04E-06
1Cr,519.4,1.40E-06
1Cr,520.1,-9.51E-08
1Cr,521,-2.68E-06
1Cr,521.7,-9.32E-07
1Cr,522.4,-4.78E-07
1Cr,523,-1.98E-07
1Cr,523.5,-2.92E-06
1Cr,524,1.46E-06
1Cr,524.4,-2.61E-06
1Cr,525,-1.29E-06
1Cr,525.7,-1.95E-06
1Cr,526.3,-3.04E-06
1Cr,527.2,-2.97E-06
1Cr,527.9,3.40E-07
1Cr,528.7,-3.51E-06
1Cr,529.5,-1.84E-06
1Cr,530,-2.76E-06
1Cr,530.5,-1.12E-06
1Cr,530.9,4.00E-07
1Cr,531.4,-2.38E-06
1Cr,531.8,-2.12E-06
1Cr,532.5,9.09E-07
1Cr,533.4,-2.06E-07
1Cr,534.1,-2.46E-07
1Cr,535,-1.85E-06
1Cr,535.7,-1.86E-06
1Cr,536.4,-9.91E-07
1Cr,537.1,-1.72E-06
1Cr,537.4,-2.15E-06
1Cr,537.9,-4.12E-06
1Cr,538.3,-2.48E-06
1Cr,538.9,-2.11E-06
1Cr,539.6,-3.46E-06
1Cr,540.3,-2.59E-06
1Cr,541.2,-2.46E-06
1Cr,541.9,-1.69E-06
1Cr,542.7,-9.30E-07
1Cr,543.2,-2.16E-06
1Cr,543.9,-8.74E-07
1Cr,544.4,-2.04E-06
1Cr,544.7,6.28E-07
1Cr,545.3,-2.66E-06
1Cr,545.7,-3.09E-06
1Cr,546.6,-2.36E-06
1Cr,547.4,4.16E-07
1Cr,548.1,-2.46E-06
1Cr,549,-2.41E-06
1Cr,549.6,-4.74E-06
1Cr,550.3,-9.47E-07
1Cr,550.7,-1.66E-06
1Cr,551.2,-4.08E-07
1Cr,551.7,-1.11E-06
1Cr,552.1,1.38E-07
1Cr,552.8,1.57E-06
1Cr,553.4,-1.27E-06
1Cr,554.3,-1.10E-06
1Cr,555.2,-2.25E-06
1Cr,555.9,6.04E-07
1Cr,556.6,8.29E-07
1Cr,557.1,-1.75E-06
1Cr,557.6,-2.20E-06
1Cr,558.1,-3.00E-06
1Cr,558.5,2.45E-06
1Cr,559.1,-1.25E-06
1Cr,559.6,-3.58E-06
1Cr,560.5,-1.59E-06
1Cr,561.2,-2.28E-06
1Cr,562.1,-1.77E-07
1Cr,563,-3.12E-07
1Cr,563.5,-1.15E-06
1Cr,564.1,-5.37E-07
1Cr,564.5,-2.14E-06
1Cr,564.9,-2.74E-06
1Cr,565.4,-2.76E-06
1Cr,565.9,-1.72E-06
1Cr,566.6,5.92E-08
1Cr,567.2,-2.94E-06
1Cr,568.2,-1.24E-06
1Cr,568.8,-1.74E-06
1Cr,569.6,-2.99E-06
1Cr,570.2,-4.35E-06
1Cr,570.6,-1.96E-06
1Cr,571.1,-2.63E-06
1Cr,571.6,6.33E-08
1Cr,572,-1.14E-06
1Cr,572.6,-1.52E-06
1Cr,573.3,-2.44E-06
1Cr,574.1,-4.51E-06
1Cr,574.9,-2.28E-06
1Cr,575.7,4.84E-07
1Cr,576.5,-2.08E-06
1Cr,577,-3.40E-06
1Cr,577.5,-2.06E-06
1Cr,577.9,-4.41E-06
1Cr,578.4,-4.18E-06
1Cr,578.7,-1.95E-06
1Cr,579.4,-2.77E-06
1Cr,580.2,-3.09E-06
1Cr,581,-1.47E-07
1Cr,581.9,-3.44E-07
1Cr,582.5,-2.10E-06
1Cr,583.2,-3.33E-06
1Cr,583.8,1.62E-08
1Cr,584.2,-8.10E-07
1Cr,584.6,-3.85E-06
1Cr,585,-2.87E-06
1Cr,585.6,-3.87E-06
1Cr,586.2,-4.22E-06
1Cr,587,1.73E-06
1Cr,588,-4.73E-06
1Cr,588.6,-3.28E-06
1Cr,589.5,-3.28E-06
1Cr,590,2.54E-08
1Cr,590.5,-2.14E-06
1Cr,590.9,-5.17E-06
1Cr,591.3,-4.88E-06
1Cr,591.9,-3.09E-06
1Cr,592.4,-1.08E-06
1Cr,593.2,-2.49E-07
1Cr,593.8,-3.59E-06
1Cr,594.8,-7.74E-07
1Cr,595.7,-3.64E-06
1Cr,596.3,-2.65E-06
1Cr,596.9,5.23E-07
1Cr,597.3,-2.15E-07
1Cr,597.8,-2.32E-06
1Cr,598.1,-3.01E-06
1Cr,598.6,-1.65E-06
1Cr,599.3,-5.81E-08
1Cr,600,-3.43E-06
1Cr,600.9,-1.40E-06
1Cr,601.7,-3.69E-06
1Cr,602.6,8.28E-08
1Cr,603.2,-2.09E-06
1Cr,603.7,-1.77E-07
1Cr,604.2,-3.25E-06
1Cr,604.5,-8.25E-07
1Cr,605,-3.28E-06
1Cr,605.4,-2.41E-06
1Cr,606.2,-1.00E-06
1Cr,607.1,-1.64E-06
1Cr,607.7,-2.10E-06
1Cr,608.7,-1.38E-06
1Cr,609.4,-4.19E-06
1Cr,609.9,-2.13E-06
1Cr,610.5,-3.56E-06
1Cr,610.8,-3.34E-08
1Cr,611.3,6.91E-07
1Cr,611.7,-1.94E-06
1Cr,612.3,-1.07E-06
1Cr,613.1,-4.02E-06
1Cr,613.8,-1.20E-06
1Cr,614.8,-2.35E-06
1Cr,615.7,-1.15E-06
1Cr,616.3,-2.24E-06
1Cr,616.9,-2.51E-06
1Cr,617.3,-2.19E-06
1Cr,617.7,-3.89E-06
1Cr,618,-1.82E-06
1Cr,618.6,-2.40E-06
1Cr,619.3,-3.75E-06
1Cr,620,-2.62E-06
1Cr,620.9,-2.64E-06
1Cr,621.6,-1.87E-06
1Cr,622.4,-7.56E-07
1Cr,623.2,-3.04E-06
1Cr,623.5,-2.37E-06
1Cr,624,-5.82E-06
1Cr,624.4,-1.29E-06
1Cr,624.8,-1.69E-06
1Cr,625.4,-1.51E-06
1Cr,626.1,-2.92E-06
1Cr,627,-2.59E-06
1Cr,627.7,-1.32E-06
1Cr,628.7,-2.46E-06
1Cr,629.4,-2.80E-06
1Cr,629.9,-1.72E-06
1Cr,630.4,-1.68E-06
1Cr,630.7,-1.89E-06
1Cr,631.2,-3.82E-06
1Cr,631.5,-3.46E-06
1Cr,632.2,-3.95E-07
1Cr,633.1,-5.20E-06
1Cr,633.8,-1.32E-06
1Cr,634.6,-1.10E-07
1Cr,635.3,-3.34E-06
1Cr,636,-4.40E-06
1Cr,636.6,-2.13E-06
1Cr,636.9,-6.84E-07
1Cr,637.3,-3.43E-06
1Cr,637.7,-4.47E-06
1Cr,638.3,-2.37E-06
1Cr,638.8,-1.76E-06
1Cr,639.7,-4.85E-06
1Cr,640.7,-4.69E-06
1Cr,641.5,-2.47E-06
1Cr,642.3,-2.09E-06
1Cr,642.8,-1.15E-06
1Cr,643.3,-3.92E-06
1Cr,643.7,-2.32E-06
1Cr,644,-2.10E-06
1Cr,644.5,-1.43E-06
1Cr,645.1,-2.65E-06
1Cr,645.9,-3.38E-07
1Cr,646.6,-3.76E-06
1Cr,647.6,-3.14E-06
1Cr,648.5,1.78E-06
1Cr,649,-3.82E-06
1Cr,649.6,-2.88E-06
1Cr,649.9,-9.09E-07
1Cr,650.2,-2.51E-06
1Cr,650.7,-3.33E-06
1Cr,651.2,-4.43E-06
1Cr,652,-3.12E-06
1Cr,652.6,-5.56E-07
1Cr,653.7,-4.14E-06
1Cr,654.6,-2.71E-06
1Cr,655.2,-4.30E-06
1Cr,655.9,-2.23E-06
1Cr,656.2,-1.52E-07
1Cr,656.6,-7.92E-07
1Cr,656.9,1.87E-07
1Cr,657.4,-5.67E-07
1Cr,658.1,-4.14E-06
1Cr,658.7,-7.08E-07
1Cr,659.7,-2.83E-06
1Cr,660.4,8.84E-07
1Cr,661.3,-3.47E-06
1Cr,662,-1.67E-06
1Cr,662.4,-2.90E-06
1Cr,662.8,-4.08E-06
1Cr,663.1,-1.93E-06
1Cr,663.6,-2.16E-06
1Cr,664.3,-1.85E-06
1Cr,664.8,-4.95E-07
1Cr,665.8,-3.83E-06
1Cr,666.5,-2.50E-06
1Cr,667.4,-3.86E-06
1Cr,668,-3.43E-06
1Cr,668.6,5.21E-07
1Cr,669.1,-2.49E-06
1Cr,669.3,-5.72E-07
1Cr,669.7,-3.14E-06
1Cr,670.2,-2.04E-06
1Cr,670.9,-4.13E-06
1Cr,671.6,-8.41E-07
1Cr,672.6,-9.79E-07
1Cr,673.5,-3.26E-06
1Cr,674.1,-4.64E-06
1Cr,674.8,-4.89E-06
1Cr,675.1,-2.77E-06
1Cr,675.5,-3.38E-06
1Cr,675.9,-2.36E-06
1Cr,676.3,-9.41E-07
1Cr,677,-4.20E-06
1Cr,677.6,-4.06E-06
1Cr,678.6,-5.20E-06
1Cr,679.6,-6.28E-07
1Cr,680.2,-1.26E-06
1Cr,680.9,-1.66E-06
1Cr,681.3,-1.93E-06
1Cr,681.8,-3.28E-06
1Cr,682.1,-2.06E-06
1Cr,682.5,-1.63E-06
1Cr,683.1,-5.90E-06
1Cr,683.8,-3.84E-06
1Cr,684.7,-3.23E-06
1Cr,685.7,-3.44E-06
1Cr,686.3,-2.56E-06
1Cr,687.1,-2.24E-06
1Cr,687.5,-2.95E-06
1Cr,687.9,-7.44E-07
1Cr,688.3,-1.09E-07
1Cr,688.7,-2.25E-06
1Cr,689.3,-2.82E-06
1Cr,689.8,-5.03E-06
1Cr,690.8,-1.60E-06
1Cr,691.6,-2.21E-06
1Cr,692.5,-2.52E-06
1Cr,693.2,-2.64E-06
1Cr,693.8,-1.19E-06
1Cr,694.2,-4.56E-06
1Cr,694.5,-3.74E-06
1Cr,694.9,-7.02E-07
1Cr,695.3,-1.81E-06
1Cr,696,-1.55E-06
1Cr,696.9,-2.48E-06
1Cr,697.7,-3.59E-06
1Cr,698.6,-2.13E-06
1Cr,699.3,-1.40E-06
1Cr,700,-5.66E-06
1Cr,700.3,-1.73E-06
1Cr,700.7,-1.18E-06
1Cr,701.1,-2.90E-06
1Cr,701.5,-3.50E-06
1Cr,702.2,-2.60E-06
1Cr,702.9,-3.83E-06
1Cr,703.9,-6.36E-06
1Cr,704.6,-3.35E-06
1Cr,705.6,-3.85E-06
1Cr,706.2,-1.90E-06
1Cr,706.7,-3.47E-06
1Cr,707,-3.36E-06
1Cr,707.3,-3.79E-06
1Cr,707.8,-6.08E-07
1Cr,708.3,-3.38E-06
1Cr,709.2,-2.85E-06
1Cr,709.9,-2.53E-06
1Cr,710.9,-1.06E-06
1Cr,711.8,-2.96E-06
1Cr,712.4,3.59E-07
1Cr,712.9,-2.10E-06
1Cr,713.3,-2.82E-06
1Cr,713.6,-1.39E-06
1Cr,714.1,-3.32E-06
1Cr,714.5,-1.24E-07
1Cr,715.4,5.00E-07
