Tipo,T [°C],TCD_signal [a.u.]
REF,428.05627,0.02035
REF,428.40399,0.02021
REF,428.72766,0.02019
REF,429.06213,0.02008
REF,429.40988,0.02007
REF,429.75201,0.01988
REF,430.07568,0.0198
REF,430.41992,0.0198
REF,430.75336,0.01967
REF,431.08298,0.0197
REF,431.42548,0.01961
REF,431.77493,0.01957
REF,432.12125,0.01944
REF,432.46201,0.01931
REF,432.78046,0.01915
REF,433.11667,0.01923
REF,433.46439,0.01914
REF,433.80374,0.01904
REF,434.16333,0.01907
REF,434.50861,0.01899
REF,434.8403,0.01892
REF,435.17163,0.01885
REF,435.51483,0.01878
REF,435.85245,0.01868
REF,436.17752,0.01869
REF,436.52979,0.01866
REF,436.86774,0.01864
REF,437.19,0.0185
REF,437.52798,0.01849
REF,437.867,0.01846
REF,438.19345,0.0184
REF,438.53003,0.01836
REF,438.85544,0.0183
REF,439.19934,0.01824
REF,439.52301,0.01821
REF,439.86725,0.01817
REF,440.21008,0.01809
REF,440.53867,0.01804
REF,440.88602,0.01802
REF,441.20135,0.01805
REF,441.53723,0.01799
REF,441.88318,0.01791
REF,442.202,0.01782
REF,442.55319,0.01775
REF,442.88629,0.01775
REF,443.21729,0.01769
REF,443.55664,0.01764
REF,443.89322,0.0176
REF,444.22665,0.0175
REF,444.56601,0.01745
REF,444.88968,0.01744
REF,445.24017,0.0174
REF,445.56805,0.01737
REF,445.89801,0.01728
REF,446.24573,0.01729
REF,446.59659,0.0173
REF,446.94708,0.01727
REF,447.29828,0.01727
REF,447.62476,0.01718
REF,447.95993,0.01714
REF,448.31009,0.01707
REF,448.66269,0.01696
REF,448.99402,0.01706
REF,449.33514,0.01697
REF,449.68808,0.0169
REF,450.02744,0.01694
REF,450.37308,0.01696
REF,450.73856,0.01688
REF,451.06641,0.01683
REF,451.39532,0.01677
REF,451.7326,0.01669
REF,452.08066,0.01673
REF,452.41687,0.01669
REF,452.76913,0.01668
REF,453.09943,0.01666
REF,453.4259,0.01659
REF,453.77676,0.01654
REF,454.10358,0.01652
REF,454.43002,0.01652
REF,454.77393,0.01647
REF,455.10388,0.01637
REF,455.43591,0.01634
REF,455.76831,0.01633
REF,456.09198,0.01635
REF,456.43134,0.01634
REF,456.76303,0.01633
REF,457.09299,0.0163
REF,457.42783,0.01619
REF,457.76752,0.01623
REF,458.09399,0.01626
REF,458.42395,0.01615
REF,458.75983,0.01613
REF,459.103,0.01619
REF,459.44376,0.01604
REF,459.77823,0.01614
REF,460.1033,0.01611
REF,460.43536,0.01609
REF,460.76947,0.01609
REF,461.10605,0.01608
REF,461.43948,0.01596
REF,461.75479,0.01589
REF,462.09381,0.0159
REF,462.43387,0.01591
REF,462.77008,0.01589
REF,463.10284,0.01584
REF,463.43628,0.01577
REF,463.77423,0.01572
REF,464.1073,0.01565
REF,464.45782,0.01568
REF,464.78464,0.01564
REF,465.09857,0.01557
REF,465.43967,0.01559
REF,465.75671,0.01551
REF,466.09433,0.01549
REF,466.44867,0.01551
REF,466.76575,0.01547
REF,467.1145,0.01549
REF,467.4462,0.01549
REF,467.7887,0.01537
REF,468.11899,0.01542
REF,468.45346,0.01542
REF,468.78131,0.01537
REF,469.11127,0.0153
REF,469.44958,0.01531
REF,469.77118,0.01533
REF,470.10776,0.01536
REF,470.43246,0.01527
REF,470.76697,0.01528
REF,471.099,0.0153
REF,471.43521,0.01518
REF,471.77319,0.01524
REF,472.10001,0.01534
REF,472.44702,0.01527
REF,472.78046,0.01521
REF,473.11005,0.01523
REF,473.45639,0.01521
REF,473.79712,0.0151
REF,474.12256,0.0151
REF,474.45251,0.01506
REF,474.78036,0.01496
REF,475.12634,0.01477
REF,475.4549,0.01485
REF,475.78485,0.01477
REF,476.14478,0.01477
REF,476.48413,0.01468
REF,476.7998,0.01467
REF,477.13147,0.01461
REF,477.45831,0.01458
REF,477.7973,0.01461
REF,478.12274,0.01455
REF,478.45093,0.01458
REF,478.79028,0.01453
REF,479.11398,0.0145
REF,479.44879,0.01443
REF,479.77527,0.01453
REF,480.10837,0.01452
REF,480.45572,0.0144
REF,480.77417,0.01442
REF,481.1076,0.01441
REF,481.44733,0.01444
REF,481.78461,0.01442
REF,482.14694,0.01434
REF,482.46713,0.01436
REF,482.79742,0.0143
REF,483.13193,0.0142
REF,483.46362,0.01415
REF,483.80576,0.01408
REF,484.14374,0.01398
REF,484.47366,0.01409
REF,484.81827,0.01401
REF,485.16077,0.01405
REF,485.50012,0.01409
REF,485.83633,0.01395
REF,486.16,0.01397
REF,486.4837,0.01395
REF,486.83594,0.01399
REF,487.16138,0.01395
REF,487.50351,0.01391
REF,487.83521,0.0139
REF,488.18921,0.01385
REF,488.51288,0.01387
REF,488.84595,0.01387
REF,489.17279,0.01389
REF,489.50201,0.01388
REF,489.83893,0.01388
REF,490.16995,0.01383
REF,490.49988,0.01374
REF,490.85703,0.0138
REF,491.18524,0.01364
REF,491.51553,0.01358
REF,491.85977,0.01359
REF,492.21722,0.01355
REF,492.54651,0.01345
REF,492.89597,0.01338
REF,493.2179,0.01344
REF,493.55411,0.01348
REF,493.89661,0.01354
REF,494.23981,0.01342
REF,494.57391,0.01347
REF,494.89935,0.01349
REF,495.23907,0.01337
REF,495.5704,0.01338
REF,495.9021,0.01336
REF,496.21844,0.01328
REF,496.55365,0.01322
REF,496.87976,0.01328
REF,497.21494,0.01315
REF,497.5285,0.01315
REF,497.86996,0.01315
REF,498.18494,0.01307
REF,498.51138,0.01306
REF,498.84518,0.01302
REF,499.19116,0.01293
REF,499.52563,0.01287
REF,499.84583,0.01286
REF,500.19043,0.01293
REF,500.52454,0.01291
REF,500.85657,0.01295
REF,501.19107,0.01298
REF,501.52869,0.01305
REF,501.867,0.01304
REF,502.20636,0.01296
REF,502.53802,0.0129
REF,502.89484,0.01278
REF,503.22198,0.0129
REF,503.55124,0.01283
REF,503.90524,0.0129
REF,504.22751,0.01288
REF,504.57001,0.01285
REF,504.91946,0.0128
REF,505.24106,0.01279
REF,505.59052,0.01273
REF,505.93475,0.01276
REF,506.27411,0.01272
REF,506.61172,0.01267
REF,506.94553,0.01277
REF,507.26572,0.01265
REF,507.61099,0.01263
REF,507.95105,0.01264
REF,508.29181,0.01262
REF,508.612,0.01258
REF,508.95483,0.01263
REF,509.29315,0.01263
REF,509.63391,0.01251
REF,509.97223,0.01258
REF,510.29694,0.01252
REF,510.64432,0.01245
REF,510.96661,0.01248
REF,511.29968,0.01245
REF,511.63904,0.01242
REF,511.97491,0.0124
REF,512.31464,0.01237
REF,512.62506,0.01231
REF,512.96478,0.01231
REF,513.29016,0.01232
REF,513.62122,0.01227
REF,513.96228,0.01229
REF,514.29712,0.01232
REF,514.63019,0.01224
REF,514.96991,0.01225
REF,515.31726,0.01219
REF,515.64758,0.0122
REF,515.96082,0.01212
REF,516.31165,0.01222
REF,516.65137,0.01214
REF,516.98096,0.01219
REF,517.33081,0.01211
REF,517.65411,0.01211
REF,517.9931,0.01212
REF,518.32794,0.01218
REF,518.6499,0.01215
REF,518.98749,0.01216
REF,519.32898,0.01216
REF,519.65717,0.01216
REF,519.98535,0.01206
REF,520.32471,0.01203
REF,520.65814,0.01202
REF,520.98499,0.01202
REF,521.32257,0.01206
REF,521.6449,0.01202
REF,521.9696,0.01202
REF,522.30933,0.01207
REF,522.63928,0.01198
REF,522.96851,0.01198
REF,523.31311,0.01193
REF,523.64655,0.01187
REF,523.97266,0.01196
REF,524.32977,0.01198
REF,524.6507,0.01193
REF,525.00085,0.01185
REF,525.33911,0.01198
REF,525.66388,0.01188
REF,525.99414,0.0118
REF,526.31403,0.01183
REF,526.64886,0.01189
REF,526.97253,0.0118
REF,527.31012,0.01178
REF,527.64148,0.0117
REF,527.98572,0.01178
REF,528.31567,0.0117
REF,528.65399,0.01167
REF,528.97693,0.01164
REF,529.31531,0.01158
REF,529.65112,0.01164
REF,530.00061,0.01161
REF,530.32397,0.01161
REF,530.66711,0.01158
REF,530.99707,0.01156
REF,531.32947,0.01152
REF,531.66467,0.01148
REF,531.99146,0.01148
REF,532.3385,0.01143
REF,532.66669,0.01145
REF,532.98865,0.01146
REF,533.3158,0.01143
REF,533.64886,0.01132
REF,533.97711,0.01129
REF,534.30811,0.01133
REF,534.64954,0.0113
REF,534.98401,0.0113
REF,535.32336,0.0113
REF,535.66656,0.01134
REF,536.00244,0.01145
REF,536.323,0.01143
REF,536.66583,0.01135
REF,536.97937,0.01132
REF,537.32678,0.01134
REF,537.65497,0.01138
REF,537.98004,0.0113
REF,538.32117,0.01139
REF,538.67236,0.01127
REF,539.00195,0.0113
REF,539.35803,0.01127
REF,539.6908,0.01117
REF,540.03992,0.01112
REF,540.35034,0.01111
REF,540.69006,0.01117
REF,541.03741,0.01107
REF,541.39661,0.01113
REF,541.71161,0.0111
REF,542.06244,0.01105
REF,542.40356,0.01105
REF,542.74988,0.01101
REF,543.07947,0.01103
REF,543.42755,0.011
REF,543.75574,0.01096
REF,544.0979,0.01086
REF,544.42334,0.01085
REF,544.75781,0.01089
REF,545.08813,0.01093
REF,545.42224,0.01091
REF,545.75427,0.01093
REF,546.09015,0.01089
REF,546.42188,0.01092
REF,546.76154,0.01083
REF,547.09778,0.01079
REF,547.42773,0.01073
REF,547.75696,0.01076
REF,548.08099,0.01071
REF,548.40887,0.01069
REF,548.74402,0.01066
REF,549.07715,0.0106
REF,549.39734,0.01064
REF,549.72729,0.01058
REF,550.07257,0.01068
REF,550.40253,0.01068
REF,550.74219,0.01062
REF,551.08472,0.01067
REF,551.40173,0.01076
REF,551.74982,0.01073
REF,552.09094,0.01073
REF,552.42712,0.01075
REF,552.78253,0.01077
REF,553.10486,0.01071
REF,553.4278,0.01066
REF,553.76404,0.01071
REF,554.11523,0.01071
REF,554.44934,0.01075
REF,554.76855,0.01066
REF,555.11279,0.01064
REF,555.46503,0.01058
REF,555.81238,0.01052
REF,556.14374,0.01069
REF,556.48065,0.01062
REF,556.8186,0.01061
REF,557.14368,0.01062
REF,557.4848,0.01064
REF,557.81787,0.01062
REF,558.14398,0.01059
REF,558.47571,0.01059
REF,558.80212,0.0106
REF,559.12445,0.01058
REF,559.47498,0.01061
REF,559.78571,0.01051
REF,560.12543,0.01048
REF,560.45471,0.01053
REF,560.7829,0.01064
REF,561.09509,0.01053
REF,561.45251,0.01049
REF,561.802,0.01045
REF,562.12848,0.01052
REF,562.45636,0.01051
REF,562.80408,0.01047
REF,563.1441,0.01045
REF,563.46918,0.01047
REF,563.80334,0.0104
REF,564.13672,0.01033
REF,564.48096,0.01038
REF,564.80261,0.01043
REF,565.13776,0.01028
REF,565.46423,0.01038
REF,565.80811,0.0104
REF,566.14606,0.01046
REF,566.4809,0.01044
REF,566.80945,0.01039
REF,567.13104,0.01036
REF,567.46729,0.01034
REF,567.8056,0.01023
REF,568.15643,0.01034
REF,568.49548,0.01026
REF,568.81567,0.01023
REF,569.14594,0.01024
REF,569.47101,0.0103
REF,569.81384,0.01027
REF,570.15985,0.01019
REF,570.47968,0.01025
REF,570.82391,0.01028
REF,571.14624,0.01019
REF,571.50018,0.01023
REF,571.81238,0.01021
REF,572.1416,0.01017
REF,572.46667,0.01019
REF,572.79663,0.01018
REF,573.13776,0.01007
REF,573.46002,0.01012
REF,573.81226,0.01018
REF,574.12274,0.01008
REF,574.44501,0.01007
REF,574.7746,0.01006
REF,575.11401,0.00998
REF,575.44849,0.00995
REF,575.78815,0.00989
REF,576.09583,0.00997
REF,576.43341,0.00993
REF,576.77283,0.00995
REF,577.12262,0.00998
REF,577.44281,0.00987
REF,577.7804,0.00988
REF,578.12292,0.00983
REF,578.43719,0.00987
REF,578.78314,0.00986
REF,579.11414,0.0097
REF,579.44897,0.00973
REF,579.76776,0.00964
REF,580.10681,0.00962
REF,580.44055,0.00963
REF,580.75555,0.00957
REF,581.09003,0.00952
REF,581.41821,0.00953
REF,581.73389,0.00956
REF,582.07849,0.00946
REF,582.40948,0.00945
REF,582.73944,0.00951
REF,583.06659,0.00947
REF,583.40417,0.00949
REF,583.73413,0.00947
REF,584.06549,0.00952
REF,584.39893,0.00951
REF,584.72229,0.00954
REF,585.05676,0.00954
REF,585.38806,0.00946
REF,585.71802,0.00957
REF,586.03857,0.00945
REF,586.35986,0.00945
REF,586.69012,0.00948
REF,587.02771,0.00949
REF,587.34796,0.00942
REF,587.67126,0.00939
REF,588.02698,0.00945
REF,588.33466,0.00937
REF,588.67401,0.00932
REF,589.01233,0.00936
REF,589.33215,0.00937
REF,589.67047,0.00931
REF,590.0116,0.00924
REF,590.33771,0.0093
REF,590.66974,0.0093
REF,590.99933,0.00922
REF,591.33557,0.00917
REF,591.68188,0.00922
REF,592.00836,0.00925
REF,592.35712,0.00922
REF,592.69055,0.00927
REF,593.02228,0.00913
REF,593.35815,0.00919
REF,593.70935,0.00917
REF,594.03857,0.00921
REF,594.3595,0.0091
REF,594.70166,0.00914
REF,595.01697,0.00901
REF,595.35071,0.00899
REF,595.69116,0.00903
REF,596.02631,0.00907
REF,596.35626,0.00905
REF,596.69073,0.00903
REF,597.03638,0.00904
REF,597.36041,0.00906
REF,597.68164,0.00903
REF,598.00708,0.00897
REF,598.32861,0.00897
REF,598.66174,0.00906
REF,599.00146,0.0091
REF,599.33142,0.00904
REF,599.66272,0.00899
REF,600.00879,0.00897
REF,600.33777,0.00898
REF,600.66675,0.00893
REF,600.98737,0.00895
REF,601.33252,0.00884
REF,601.65167,0.0089
REF,602.01294,0.00885
REF,602.34021,0.00885
REF,602.68463,0.00887
REF,603.00385,0.00889
REF,603.336,0.00889
REF,603.66852,0.00881
REF,604.00696,0.00879
REF,604.35034,0.00876
REF,604.71271,0.00874
REF,605.04346,0.00878
REF,605.38049,0.0087
REF,605.71234,0.00878
REF,606.05463,0.00876
REF,606.38153,0.00876
REF,606.72632,0.00871
REF,607.05847,0.00863
REF,607.37805,0.00866
REF,607.71338,0.00857
REF,608.04199,0.00853
REF,608.39032,0.00857
REF,608.69794,0.00848
REF,609.04761,0.00858
REF,609.38293,0.00859
REF,609.73297,0.00857
REF,610.0553,0.00866
REF,610.39728,0.00867
REF,610.7312,0.00865
REF,611.06476,0.00864
REF,611.39801,0.00868
REF,611.73505,0.00866
REF,612.08337,0.00865
REF,612.4057,0.00861
REF,612.74591,0.00866
REF,613.07843,0.00858
REF,613.40674,0.00861
REF,613.755,0.00859
REF,614.09698,0.00862
REF,614.45337,0.00849
REF,614.78064,0.00857
REF,615.12433,0.00862
REF,615.453,0.00857
REF,615.79321,0.00863
REF,616.14294,0.00861
REF,616.4765,0.0087
REF,616.8136,0.00865
REF,617.1394,0.0086
REF,617.48914,0.00867
REF,617.80164,0.00858
REF,618.13873,0.00857
REF,618.49646,0.0086
REF,618.82269,0.00849
REF,619.16571,0.00854
REF,619.48804,0.0085
REF,619.81879,0.00854
REF,620.16992,0.00851
REF,620.50555,0.00848
REF,620.84753,0.00843
REF,621.1839,0.00844
REF,621.51611,0.00851
REF,621.83527,0.00848
REF,622.17688,0.00849
REF,622.50415,0.00853
REF,622.8479,0.0085
REF,623.18286,0.00852
REF,623.5213,0.00845
REF,623.8714,0.00841
REF,624.21686,0.00846
REF,624.54901,0.00854
REF,624.88922,0.00839
REF,625.22565,0.00836
REF,625.5592,0.00834
REF,625.9043,0.00835
REF,626.2337,0.00834
REF,626.57709,0.00825
REF,626.91376,0.00831
REF,627.24908,0.00824
REF,627.59283,0.00833
REF,627.92291,0.00827
REF,628.24524,0.00823
REF,628.59351,0.00828
REF,628.94183,0.00823
REF,629.26874,0.00827
REF,629.59808,0.00835
REF,629.95758,0.00831
REF,630.28943,0.00823
REF,630.61523,0.00821
REF,630.97125,0.00817
REF,631.29572,0.00817
REF,631.65173,0.00821
REF,632.00354,0.00809
REF,632.34338,0.00806
REF,632.66608,0.00804
REF,633.0014,0.00803
REF,633.3385,0.008
REF,633.66675,0.0079
REF,634.00702,0.0079
REF,634.3504,0.0078
REF,634.68463,0.00779
REF,635.02802,0.00774
REF,635.36304,0.00779
REF,635.69867,0.0078
REF,636.047,0.00781
REF,636.37561,0.00777
REF,636.71271,0.00778
REF,637.03784,0.00774
REF,637.39001,0.00771
REF,637.73761,0.00772
REF,638.08942,0.00776
REF,638.41034,0.00781
REF,638.76355,0.00777
REF,639.09674,0.00768
REF,639.43732,0.00778
REF,639.76776,0.00775
REF,640.09149,0.0078
REF,640.43488,0.00777
REF,640.76208,0.0078
REF,641.0929,0.00778
REF,641.42328,0.00775
REF,641.76666,0.00775
REF,642.1167,0.00777
REF,642.46326,0.00772
REF,642.81012,0.00773
REF,643.13739,0.00769
REF,643.48395,0.00767
REF,643.8031,0.0077
REF,644.15143,0.00765
REF,644.48816,0.00769
REF,644.84271,0.00771
REF,645.18335,0.00769
REF,645.52954,0.00763
REF,645.86621,0.00765
REF,646.1886,0.00758
REF,646.52386,0.00757
REF,646.85114,0.00764
REF,647.18713,0.0076
REF,647.5365,0.00773
REF,647.87885,0.00765
REF,648.21063,0.00772
REF,648.53296,0.00765
REF,648.87988,0.00759
REF,649.21661,0.00762
REF,649.55475,0.00757
REF,649.89392,0.00757
REF,650.22748,0.00753
REF,650.57751,0.0075
REF,650.89777,0.00747
REF,651.23132,0.00743
REF,651.57367,0.00757
REF,651.92017,0.00751
REF,652.25903,0.00747
REF,652.60834,0.00742
REF,652.91669,0.00745
REF,653.23724,0.00738
REF,653.57574,0.00741
REF,653.91943,0.00742
REF,654.28668,0.00742
REF,654.63324,0.00739
REF,654.97382,0.0075
REF,655.31403,0.00753
REF,655.66022,0.00755
REF,656.00574,0.00754
REF,656.33087,0.00755
REF,656.67914,0.00764
REF,657.01624,0.00756
REF,657.35297,0.00756
REF,657.67914,0.00744
REF,658.02222,0.00749
REF,658.34766,0.00759
REF,658.70758,0.00761
REF,659.03937,0.00749
REF,659.36835,0.00752
REF,659.71033,0.00758
REF,660.0506,0.00755
REF,660.38586,0.00751
REF,660.7226,0.00746
REF,661.0611,0.00747
REF,661.40167,0.0075
REF,661.75488,0.00746
REF,662.07056,0.00737
REF,662.41852,0.00744
REF,662.77838,0.00739
REF,663.10559,0.00742
REF,663.44757,0.00734
REF,663.78925,0.00736
REF,664.12,0.00736
REF,664.44055,0.00737
REF,664.78534,0.00733
REF,665.1333,0.0073
REF,665.4704,0.0073
REF,665.83972,0.00732
REF,666.14417,0.00726
REF,666.48651,0.00731
REF,666.81653,0.00732
REF,667.15015,0.00725
REF,667.4812,0.00735
REF,667.82953,0.00731
REF,668.15991,0.00738
REF,668.52228,0.00736
REF,668.85303,0.00738
REF,669.18658,0.00732
REF,669.52362,0.00733
REF,669.83966,0.00738
REF,670.1897,0.00728
REF,670.53278,0.00728
REF,670.86493,0.00723
REF,671.19391,0.00716
REF,671.53729,0.0071
REF,671.88843,0.00712
REF,672.21112,0.00705
REF,672.56433,0.00702
REF,672.88977,0.00706
REF,673.2265,0.0071
REF,673.565,0.00706
REF,673.88629,0.00704
REF,674.23773,0.00697
REF,674.56781,0.00695
REF,674.88733,0.00687
REF,675.22266,0.00693
REF,675.5769,0.00694
REF,675.92029,0.00679
REF,676.24927,0.00686
REF,676.58142,0.00686
REF,676.92798,0.00685
REF,677.27136,0.00677
REF,677.60492,0.00679
REF,677.9455,0.00682
REF,678.26959,0.00688
REF,678.62738,0.00686
REF,678.97253,0.00686
REF,679.31451,0.00683
REF,679.63684,0.00688
REF,679.96692,0.00681
REF,680.29907,0.00683
REF,680.64276,0.00675
REF,680.98584,0.0068
REF,681.31445,0.00679
REF,681.64557,0.00676
REF,681.98895,0.00677
REF,682.33234,0.00675
REF,682.67395,0.00671
REF,683.01563,0.00669
REF,683.3432,0.00673
REF,683.69781,0.00676
REF,684.0282,0.00675
REF,684.36493,0.00671
REF,684.70062,0.00674
REF,685.03418,0.00675
REF,685.38245,0.00679
REF,685.70972,0.00682
REF,686.03381,0.00683
REF,686.35931,0.0069
REF,686.68658,0.00679
REF,687.02643,0.00681
REF,687.37158,0.00682
REF,687.71216,0.00675
REF,688.03766,0.00678
REF,688.39856,0.0068
REF,688.73108,0.00681
REF,689.05658,0.00683
REF,689.38068,0.00674
REF,689.71704,0.00677
REF,690.04779,0.00674
REF,690.38977,0.00669
REF,690.7251,0.00669
REF,691.06952,0.00668
REF,691.40344,0.0066
REF,691.71912,0.00656
REF,692.04675,0.00651
REF,692.39185,0.00648
REF,692.72894,0.00652
REF,693.05444,0.00651
REF,693.38623,0.00641
REF,693.71667,0.00635
REF,694.07617,0.00637
REF,694.3894,0.00628
REF,694.73907,0.00636
REF,695.07581,0.0063
REF,695.41602,0.00639
REF,695.7594,0.00636
REF,696.09192,0.00634
REF,696.41742,0.00639
REF,696.78149,0.00633
REF,697.12036,0.00639
REF,697.4585,0.00636
REF,697.79907,0.00645
REF,698.16174,0.00645
REF,698.4953,0.00647
REF,698.83411,0.0064
REF,699.18591,0.00648
REF,699.5307,0.00647
REF,699.87756,0.00639
REF,700.21204,0.0064
REF,700.54156,0.00633
REF,700.9137,0.00639
REF,701.27118,0.00644
REF,701.60321,0.00637
REF,701.93915,0.00633
REF,702.2995,0.00627
REF,702.64514,0.00621
REF,702.98615,0.00622
REF,703.31244,0.00619
REF,703.64124,0.00628
REF,703.98901,0.00624
REF,704.33929,0.0062
REF,704.65521,0.00618
REF,704.98474,0.00614
REF,705.34973,0.00611
REF,705.68427,0.00612
REF,706.03674,0.00604
REF,706.35547,0.00601
REF,706.69794,0.00598
REF,707.02277,0.00598
REF,707.3598,0.00599
REF,707.71552,0.00603
REF,708.05005,0.00602
REF,708.39349,0.00605
REF,708.74133,0.00604
REF,709.08374,0.00599
REF,709.42938,0.00595
REF,709.75531,0.00595
REF,710.09949,0.00594
REF,710.43872,0.00594
REF,710.79584,0.00605
REF,711.11456,0.006
REF,711.4588,0.00597
REF,711.79657,0.006
REF,712.14545,0.00604
REF,712.47815,0.00606
REF,712.80408,0.00605
REF,713.13831,0.00604
REF,713.46747,0.00603
REF,713.82135,0.00606
REF,714.14514,0.00607
REF,714.48108,0.00608
REF,714.8382,0.00603
REF,715.15265,0.006
REF,715.5119,0.00596
REF,715.84253,0.00602
REF,716.18707,0.006
REF,716.54565,0.00593
REF,716.85864,0.00587
REF,717.1875,0.0058
REF,717.52667,0.00576
REF,717.87054,0.0058
REF,718.20471,0.00571
REF,718.52277,0.00581
REF,718.87488,0.00578
REF,719.19934,0.00575
REF,719.54968,0.00569
REF,719.88525,0.00567
REF,720.23486,0.00566
REF,720.55682,0.00576
REF,720.88782,0.00576
REF,721.23236,0.00578
REF,721.57477,0.00571
REF,721.92865,0.00569
REF,722.26605,0.00565
REF,722.59521,0.00562
REF,722.93945,0.00567
REF,723.28186,0.00571
REF,723.60779,0.0057
REF,723.92981,0.00569
REF,724.2926,0.00562
REF,724.63934,0.00569
REF,724.98859,0.00566
REF,725.33459,0.0057
REF,725.67877,0.00567
REF,726.02264,0.00562
REF,726.36646,0.00558
REF,726.69745,0.00556
REF,727.01367,0.0056
REF,727.35791,0.00566
REF,727.6853,0.00558
REF,728.02087,0.00563
REF,728.37976,0.00551
REF,728.71216,0.00558
REF,729.05963,0.00558
REF,729.40344,0.00558
REF,729.74445,0.00557
REF,730.07721,0.00556
REF,730.40601,0.00547
REF,730.75165,0.00561
REF,731.08978,0.00555
REF,731.42358,0.00551
REF,731.76959,0.00553
REF,732.12128,0.00557
REF,732.4494,0.00556
REF,732.78857,0.00562
REF,733.1142,0.0056
REF,733.45514,0.00555
REF,733.7843,0.00553
REF,734.11847,0.00554
REF,734.46198,0.00558
REF,734.80798,0.00546
REF,735.11206,0.00543
REF,735.47815,0.00546
REF,735.80695,0.00543
REF,736.15259,0.00548
REF,736.48248,0.00532
REF,736.81165,0.0054
REF,737.15515,0.0054
REF,737.48322,0.00539
REF,737.82385,0.00533
REF,738.16125,0.00529
REF,738.49719,0.00524
REF,738.85107,0.00528
REF,739.18811,0.00537
REF,739.52734,0.00541
REF,739.87799,0.00544
REF,740.20251,0.00529
REF,740.52808,0.00525
REF,740.85724,0.00534
REF,741.19965,0.00529
REF,741.54388,0.00528
REF,741.88989,0.00522
REF,742.22583,0.00528
REF,742.56433,0.00522
REF,742.91534,0.00514
REF,743.25128,0.00515
REF,743.5769,0.00521
