Tipo,T [°C],TCD_signal [a.u.]
1Cr,750.32745,0.00221
1Cr,750.32635,0.00218
1Cr,750.32422,0.00214
1Cr,750.32312,0.00218
1Cr,750.32239,0.0021
1Cr,750.31598,0.00213
1Cr,750.30988,0.00207
1Cr,750.32135,0.00209
1Cr,750.30914,0.00211
1Cr,750.2981,0.0021
1Cr,750.28339,0.00208
1Cr,750.27155,0.00209
1Cr,750.29303,0.00218
1Cr,750.28625,0.00218
1Cr,750.27979,0.00217
1Cr,750.27155,0.00216
1Cr,750.26831,0.00207
1Cr,750.27515,0.00211
1Cr,750.26477,0.0021
1Cr,750.25653,0.00203
1Cr,750.26007,0.00203
1Cr,750.24146,0.00214
1Cr,750.24182,0.0021
1Cr,750.23535,0.00213
1Cr,750.24646,0.00212
1Cr,750.23035,0.00213
1Cr,750.23505,0.00208
1Cr,750.23822,0.00213
1Cr,750.24146,0.00216
1Cr,750.22357,0.00213
1Cr,750.23322,0.0022
1Cr,750.23322,0.00223
1Cr,750.24146,0.0022
1Cr,750.24329,0.00222
1Cr,750.24365,0.00227
1Cr,750.23218,0.00223
1Cr,750.23822,0.00221
1Cr,750.22498,0.00223
1Cr,750.23322,0.00221
1Cr,750.23145,0.00223
1Cr,750.21997,0.0022
1Cr,750.19885,0.0022
1Cr,750.20386,0.00215
1Cr,750.19348,0.00211
1Cr,750.18701,0.00213
1Cr,750.19202,0.00214
1Cr,750.19061,0.00216
1Cr,750.17877,0.00213
1Cr,750.18848,0.00215
1Cr,750.17523,0.00211
1Cr,750.1709,0.00208
1Cr,750.16553,0.00206
1Cr,750.15405,0.00212
1Cr,750.15588,0.00214
1Cr,750.15729,0.00208
1Cr,750.16553,0.00203
1Cr,750.17236,0.00203
1Cr,750.15588,0.00205
1Cr,750.17413,0.00199
1Cr,750.172,0.002
1Fe,199.94656,0.00243
1Fe,199.93658,0.00253
1Fe,199.94547,0.00254
1Fe,199.95175,0.00251
1Fe,199.94843,0.00253
1Fe,199.94879,0.0024
1Fe,199.93658,0.00242
1Fe,199.94843,0.00248
1Fe,199.94508,0.00245
1Fe,199.95175,0.00247
1Fe,199.95914,0.00253
1Fe,199.94508,0.00257
1Fe,199.94547,0.00256
1Fe,199.95064,0.00254
1Fe,199.93695,0.00256
1Fe,199.97098,0.00265
1Fe,199.98132,0.00262
1Fe,199.98946,0.00267
1Fe,199.98096,0.00269
1Fe,199.97282,0.00258
1Fe,199.95729,0.00264
1Fe,199.95396,0.00256
1Fe,199.9621,0.00252
1Fe,199.9621,0.00245
1Fe,199.96246,0.00254
1Fe,199.97763,0.00257
1Fe,199.96765,0.00249
1Fe,199.97282,0.0025
1Fe,199.97763,0.0025
1Fe,199.95729,0.00247
1Fe,199.96765,0.00246
1Fe,199.978,0.00247
1Fe,199.97615,0.00247
1Fe,199.98317,0.00249
1Fe,199.98651,0.00258
1Fe,199.98761,0.0026
1Fe,200.00018,0.00252
1Fe,199.98946,0.00256
1Fe,199.98613,0.00252
1Fe,199.98317,0.00246
1Fe,199.98244,0.00248
1Fe,199.98984,0.00246
1Fe,199.9695,0.00252
1Fe,199.99094,0.00249
1Fe,199.98096,0.0024
1Fe,199.97098,0.00249
1Fe,199.97098,0.00244
1Fe,199.97763,0.00246
1Fe,199.97061,0.0025
1Fe,199.9536,0.00251
1Fe,199.95692,0.00257
1Fe,199.96765,0.00251
1Fe,199.98428,0.00253
1Fe,199.96765,0.00252
1Fe,199.96727,0.00253
1Fe,199.97763,0.00257
1Fe,199.98984,0.0026
1Fe,199.978,0.0026
1Fe,199.978,0.00257
1Fe,199.98096,0.00252
1Fe,199.97948,0.00259
1Fe,199.97061,0.00251
1Fe,199.97394,0.00248
1Fe,199.98096,0.00248
1Fe,199.98317,0.0024
1Fe,199.98096,0.00245
1Fe,199.98244,0.00252
1Fe,199.98651,0.00239
1Fe,199.96875,0.00244
1Fe,199.98651,0.0024
1Fe,199.98317,0.00235
1Fe,199.97282,0.00237
1Fe,199.95692,0.0024
1Fe,199.94547,0.00233
1Fe,199.9621,0.00232
1Fe,199.95877,0.00237
1Fe,199.96875,0.00247
1Fe,199.97061,0.00239
1Fe,199.98244,0.0024
1Fe,200.00166,0.00236
1Fe,199.98946,0.00239
1Fe,199.98428,0.00239
1Fe,199.9743,0.00238
1Fe,199.96025,0.00237
1Fe,199.95914,0.00242
1Fe,199.9536,0.00247
1Fe,199.95877,0.0025
1Fe,199.95026,0.00248
1Fe,199.98946,0.00252
1Fe,199.98244,0.00252
1Fe,199.97578,0.00261
1Fe,199.96579,0.0025
1Fe,199.97578,0.00258
1Fe,199.96432,0.0025
1Fe,199.96246,0.0025
1Fe,199.95581,0.00257
1Fe,199.94324,0.0025
1Fe,199.95396,0.00257
1Fe,199.95212,0.0026
1Fe,199.95914,0.00266
1Fe,199.9536,0.00263
1Fe,199.95692,0.00267
1Fe,199.9536,0.00263
1Fe,199.9436,0.00265
1Fe,199.92328,0.0026
1Fe,199.93362,0.0027
1Fe,199.92807,0.00266
1Fe,199.91255,0.00269
1Fe,199.91292,0.00268
1Fe,199.91995,0.00271
1Fe,199.93658,0.0028
1Fe,199.93806,0.00275
1Fe,199.92661,0.00273
1Fe,199.96098,0.00275
1Fe,199.99686,0.00276
1Fe,200.03606,0.00279
1Fe,200.039,0.00285
1Fe,200.06674,0.00288
1Fe,200.08524,0.00276
1Fe,200.09744,0.00273
1Fe,200.12146,0.00273
1Fe,200.12592,0.00273
1Fe,200.13109,0.00267
1Fe,200.13515,0.00257
1Fe,200.13959,0.00253
1Fe,200.11777,0.00254
1Fe,200.10742,0.00251
1Fe,200.10927,0.00248
1Fe,200.13293,0.00253
1Fe,200.15881,0.00253
1Fe,200.15216,0.00248
1Fe,200.16733,0.00251
1Fe,200.17952,0.00245
1Fe,200.16029,0.00242
1Fe,200.15031,0.00239
1Fe,200.16583,0.00244
1Fe,200.17546,0.00243
1Fe,200.16879,0.00243
1Fe,200.17583,0.00239
1Fe,200.181,0.00243
1Fe,200.18913,0.00243
1Fe,200.17952,0.00242
1Fe,200.16214,0.00243
1Fe,200.164,0.0024
1Fe,200.17027,0.00239
1Fe,200.17915,0.0024
1Fe,200.15881,0.00243
1Fe,200.16177,0.00243
1Fe,200.16066,0.0024
1Fe,200.15881,0.00241
1Fe,200.18581,0.00241
1Fe,200.19765,0.00238
1Fe,200.21872,0.00228
1Fe,200.23239,0.00236
1Fe,200.25275,0.00225
1Fe,200.25458,0.00227
1Fe,200.25792,0.00221
1Fe,200.25977,0.00211
1Fe,200.27159,0.00206
1Fe,200.27863,0.00207
1Fe,200.28491,0.00208
1Fe,200.28195,0.00209
1Fe,200.2886,0.00206
1Fe,200.29378,0.00213
1Fe,200.31448,0.00205
1Fe,200.32596,0.00196
1Fe,200.34665,0.00201
1Fe,200.35332,0.00203
1Fe,200.3548,0.00207
1Fe,200.34665,0.00189
1Fe,200.3633,0.00195
1Fe,200.35516,0.0019
1Fe,200.34851,0.00187
1Fe,200.3315,0.00178
1Fe,200.34665,0.00182
1Fe,200.33298,0.00168
1Fe,200.32742,0.00163
1Fe,200.32742,0.00161
1Fe,200.33778,0.00159
1Fe,200.34332,0.0014
1Fe,200.34518,0.00146
1Fe,200.33815,0.00141
1Fe,200.34332,0.00133
1Fe,200.32596,0.00133
1Fe,200.3241,0.00132
1Fe,200.33815,0.0012
1Fe,200.323,0.00122
1Fe,200.3241,0.00115
1Fe,200.32742,0.00112
1Fe,200.33113,0.00109
1Fe,200.33261,0.00102
1Fe,200.32446,0.001
1Fe,200.30562,8.96E-04
1Fe,200.29674,9.82E-04
1Fe,200.29895,9.82E-04
1Fe,200.29341,0.00105
1Fe,200.30524,0.00104
1Fe,200.28712,9.44E-04
1Fe,200.29193,8.94E-04
1Fe,200.27455,9.54E-04
1Fe,200.25052,9.61E-04
1Fe,200.25237,9.82E-04
1Fe,200.26086,8.96E-04
1Fe,200.242,8.11E-04
1Fe,200.23906,8.87E-04
1Fe,200.23721,8.68E-04
1Fe,200.23203,7.82E-04
1Fe,200.23018,7.61E-04
1Fe,200.22685,6.56E-04
1Fe,200.20467,6.65E-04
1Fe,200.20134,6.58E-04
1Fe,200.18063,6.87E-04
1Fe,200.18913,6.56E-04
1Fe,200.17435,6.20E-04
1Fe,200.16583,6.94E-04
1Fe,200.15364,7.15E-04
1Fe,200.13995,6.68E-04
1Fe,200.13959,6.58E-04
1Fe,200.12592,5.82E-04
1Fe,200.12146,6.37E-04
1Fe,200.11407,6.96E-04
1Fe,200.10262,5.91E-04
1Fe,200.07858,5.89E-04
1Fe,200.0856,6.39E-04
1Fe,200.07635,6.46E-04
1Fe,200.07303,5.79E-04
1Fe,200.06268,5.22E-04
1Fe,200.05269,6.29E-04
1Fe,200.07487,6.18E-04
1Fe,200.05417,5.32E-04
1Fe,200.04973,6.84E-04
1Fe,200.05824,6.27E-04
1Fe,200.04567,5.72E-04
1Fe,200.02866,5.44E-04
1Fe,200.02681,5.34E-04
1Fe,200.02385,5.03E-04
1Fe,200.01831,5.60E-04
1Fe,200.00018,4.58E-04
1Fe,200.00536,3.98E-04
1Fe,199.98984,3.62E-04
1Fe,199.98244,3.05E-04
1Fe,199.96098,2.29E-04
1Fe,199.97282,1.98E-04
1Fe,199.96579,1.50E-04
1Fe,199.98317,1.79E-04
1Fe,199.97244,7.39E-05
1Fe,199.9621,6.68E-05
1Fe,199.97578,0
1Fe,199.97061,7.63E-05
1Fe,199.98096,3.81E-05
1Fe,199.97282,9.30E-05
1Fe,199.96765,1.03E-04
1Fe,199.96542,1.50E-04
1Fe,199.97578,1.14E-04
1Fe,199.96432,1.34E-04
1Fe,199.95914,1.43E-04
1Fe,199.96727,6.68E-05
1Fe,199.95692,9.30E-05
1Fe,199.95396,1.67E-05
1Fe,199.94656,1.22E-04
1Fe,199.94656,7.39E-05
1Fe,199.95212,9.30E-05
1Fe,199.94547,1.62E-04
1Fe,199.94547,1.67E-05
1Fe,199.93178,3.58E-05
1Fe,199.94547,0
1Fe,199.94547,4.53E-05
1Fe,199.96432,1.24E-04
1Fe,199.95212,5.48E-05
1Fe,199.94176,1.91E-05
1Fe,199.94324,1.22E-04
1Fe,199.93178,9.30E-05
1Fe,199.93178,1.22E-04
1Fe,199.93806,5.72E-05
1Fe,199.91292,1.41E-04
1Fe,199.88037,2.38E-04
1Fe,199.84969,2.96E-04
1Fe,199.82381,2.65E-04
1Fe,199.79977,3.62E-04
1Fe,199.79977,4.20E-04
1Fe,199.77943,4.94E-04
1Fe,199.77278,5.41E-04
1Fe,199.75577,5.51E-04
1Fe,199.75244,6.68E-04
1Fe,199.74875,6.27E-04
1Fe,199.74171,6.48E-04
1Fe,199.7236,7.25E-04
1Fe,199.71436,8.65E-04
1Fe,199.72285,9.32E-04
1Fe,199.7114,9.82E-04
1Fe,199.7162,0.00109
1Fe,199.70067,0.00103
1Fe,199.69771,0.00113
1Fe,199.7114,0.00113
1Fe,199.70807,0.0012
1Fe,199.69106,0.00123
1Fe,199.69106,0.00129
1Fe,199.67737,0.00133
1Fe,199.67516,0.00139
1Fe,199.67404,0.0014
1Fe,199.66147,0.00146
1Fe,199.6478,0.00143
1Fe,199.66479,0.00148
1Fe,199.65814,0.0015
1Fe,199.66702,0.00151
1Fe,199.68256,0.00154
1Fe,199.69069,0.00155
1Fe,199.70807,0.00156
1Fe,199.7077,0.00161
1Fe,199.72803,0.00165
1Fe,199.76907,0.0017
1Fe,199.81863,0.00172
1Fe,199.82935,0.00166
1Fe,199.85635,0.00169
1Fe,199.91144,0.0017
1Fe,199.97282,0.00171
1Fe,200.02902,0.00175
1Fe,200.09706,0.0018
1Fe,200.20134,0.0018
1Fe,200.28528,0.00186
1Fe,200.36218,0.00187
1Fe,200.44206,0.00191
1Fe,200.53821,0.00195
1Fe,200.63693,0.00191
1Fe,200.76968,0.00196
1Fe,200.90353,0.00198
1Fe,201.03998,0.00199
1Fe,201.17273,0.00201
1Fe,201.32027,0.002
1Fe,201.46817,0.00201
1Fe,201.60831,0.00198
1Fe,201.77286,0.00201
1Fe,201.91928,0.0019
1Fe,202.08864,0.00192
1Fe,202.2554,0.00194
1Fe,202.40775,0.002
1Fe,202.5919,0.00194
1Fe,202.77863,0.00195
1Fe,202.95465,0.002
1Fe,203.13547,0.00207
1Fe,203.33365,0.00208
1Fe,203.53186,0.00209
1Fe,203.71747,0.00206
1Fe,203.90384,0.00214
1Fe,204.1257,0.00207
1Fe,204.33055,0.00208
1Fe,204.53911,0.00211
1Fe,204.73398,0.00216
1Fe,204.94179,0.00213
1Fe,205.17067,0.00218
1Fe,205.38809,0.00216
1Fe,205.62845,0.00216
1Fe,205.83847,0.0022
1Fe,206.07587,0.00222
1Fe,206.30179,0.00228
1Fe,206.55435,0.00232
1Fe,206.77954,0.00232
1Fe,207.02063,0.00229
1Fe,207.25912,0.00236
1Fe,207.50504,0.00237
1Fe,207.72023,0.00249
1Fe,207.98831,0.00256
1Fe,208.2294,0.00258
1Fe,208.4753,0.00256
1Fe,208.71269,0.00259
1Fe,208.98262,0.00259
1Fe,209.22852,0.00262
1Fe,209.49808,0.00267
1Fe,209.7695,0.00269
1Fe,210.03278,0.0027
1Fe,210.30234,0.00271
1Fe,210.56375,0.00274
1Fe,210.83073,0.00281
1Fe,211.09808,0.00286
1Fe,211.37872,0.0029
1Fe,211.63831,0.00292
1Fe,211.89973,0.00299
1Fe,212.19629,0.00304
1Fe,212.47621,0.00317
1Fe,212.77719,0.00312
1Fe,213.05194,0.00319
1Fe,213.32335,0.00331
1Fe,213.63654,0.00333
1Fe,213.90573,0.00333
1Fe,214.19638,0.0034
1Fe,214.48294,0.00337
1Fe,214.75325,0.00335
1Fe,215.06386,0.00336
1Fe,215.36966,0.00344
1Fe,215.66695,0.00348
1Fe,215.95906,0.00351
1Fe,216.24564,0.00364
1Fe,216.55292,0.00363
1Fe,216.84171,0.0037
1Fe,217.16415,0.00376
1Fe,217.46181,0.00381
1Fe,217.76244,0.00381
1Fe,218.07082,0.00388
1Fe,218.37994,0.00394
1Fe,218.67096,0.00397
1Fe,218.9897,0.0041
1Fe,219.31621,0.00415
1Fe,219.6268,0.00414
1Fe,219.94629,0.00424
1Fe,220.25172,0.00433
1Fe,220.55234,0.00433
1Fe,220.87848,0.00444
1Fe,221.21645,0.00443
1Fe,221.51744,0.00456
1Fe,221.84174,0.00457
1Fe,222.1564,0.00463
1Fe,222.48032,0.00476
1Fe,222.80682,0.00482
1Fe,223.11447,0.0048
1Fe,223.42471,0.00486
1Fe,223.76489,0.00492
1Fe,224.05997,0.00494
1Fe,224.38132,0.00504
1Fe,224.70892,0.00505
1Fe,225.03024,0.00512
1Fe,225.35083,0.00527
1Fe,225.68585,0.00531
1Fe,226.01569,0.00537
1Fe,226.32666,0.00539
1Fe,226.66426,0.00547
1Fe,226.97523,0.00558
1Fe,227.29434,0.00565
1Fe,227.62418,0.00572
1Fe,227.95883,0.00576
1Fe,228.3042,0.00585
1Fe,228.62146,0.0059
1Fe,228.94759,0.00595
1Fe,229.28778,0.00601
1Fe,229.61243,0.00605
1Fe,229.97888,0.00617
1Fe,230.27432,0.0062
1Fe,230.62338,0.00626
1Fe,230.9425,0.00632
1Fe,231.28897,0.00643
1Fe,231.62878,0.00657
1Fe,231.96344,0.00659
1Fe,232.29141,0.00664
1Fe,232.66748,0.00674
1Fe,232.99361,0.00685
1Fe,233.33527,0.0069
1Fe,233.66806,0.00698
1Fe,234.0249,0.00711
1Fe,234.36324,0.00726
1Fe,234.74002,0.00731
1Fe,235.0632,0.00741
1Fe,235.41818,0.00751
1Fe,235.74765,0.0076
1Fe,236.08118,0.00772
1Fe,236.42728,0.00783
1Fe,236.75417,0.00794
1Fe,237.09213,0.0081
1Fe,237.4301,0.00823
1Fe,237.77325,0.00834
1Fe,238.11307,0.00832
1Fe,238.45142,0.00841
1Fe,238.7805,0.00847
1Fe,239.11403,0.00855
1Fe,239.46051,0.00869
1Fe,239.79552,0.00877
1Fe,240.11491,0.00898
1Fe,240.433,0.00913
1Fe,240.79863,0.00923
1Fe,241.11131,0.00941
1Fe,241.45929,0.00952
1Fe,241.79179,0.00957
1Fe,242.11311,0.00966
1Fe,242.46217,0.00983
1Fe,242.81664,0.00996
1Fe,243.13977,0.01009
1Fe,243.45425,0.01017
1Fe,243.78171,0.01041
1Fe,244.12752,0.01055
1Fe,244.47731,0.01067
1Fe,244.81017,0.01077
1Fe,245.16391,0.01097
1Fe,245.49857,0.01106
1Fe,245.83502,0.01117
1Fe,246.17543,0.01128
1Fe,246.52702,0.01149
1Fe,246.87643,0.01156
1Fe,247.20209,0.01179
1Fe,247.56197,0.01188
1Fe,247.88112,0.01194
1Fe,248.23235,0.01212
1Fe,248.55511,0.0122
1Fe,248.88905,0.01233
1Fe,249.21362,0.0125
1Fe,249.5562,0.01268
1Fe,249.88725,0.01272
1Fe,250.22694,0.01282
1Fe,250.5742,0.01297
1Fe,250.91066,0.0131
1Fe,251.25648,0.01317
1Fe,251.60735,0.01331
1Fe,251.95354,0.01348
1Fe,252.28963,0.0136
1Fe,252.65598,0.01368
1Fe,252.97514,0.01382
1Fe,253.32312,0.01388
1Fe,253.66534,0.01407
1Fe,254.00972,0.01422
1Fe,254.35123,0.01429
1Fe,254.69417,0.01436
1Fe,255.05115,0.01453
1Fe,255.38905,0.01465
1Fe,255.74208,0.01472
1Fe,256.07996,0.01491
1Fe,256.41895,0.01499
1Fe,256.76154,0.01511
1Fe,257.09293,0.01521
1Fe,257.42578,0.01532
1Fe,257.76007,0.01549
1Fe,258.13257,0.01558
1Fe,258.4791,0.01567
1Fe,258.82169,0.01574
1Fe,259.1423,0.01584
1Fe,259.48199,0.01589
1Fe,259.81665,0.01595
1Fe,260.16248,0.01609
1Fe,260.5054,0.01612
1Fe,260.84293,0.01621
1Fe,261.19742,0.01629
1Fe,261.52017,0.01628
1Fe,261.87247,0.01636
1Fe,262.21686,0.01645
1Fe,262.56989,0.01657
1Fe,262.91248,0.01665
1Fe,263.26044,0.01671
1Fe,263.6131,0.01683
1Fe,263.96219,0.01688
1Fe,264.28351,0.01688
1Fe,264.63113,0.017
1Fe,264.96722,0.01709
1Fe,265.30511,0.01724
1Fe,265.66931,0.01734
1Fe,266.01694,0.01745
1Fe,266.35663,0.01752
1Fe,266.69595,0.01761
1Fe,267.02844,0.01777
1Fe,267.37463,0.01788
1Fe,267.73846,0.01787
1Fe,268.07492,0.01796
1Fe,268.41571,0.01795
1Fe,268.74893,0.018
1Fe,269.09439,0.01803
1Fe,269.42905,0.01808
1Fe,269.77811,0.01805
1Fe,270.12967,0.01805
1Fe,270.47226,0.01815
1Fe,270.78854,0.01821
1Fe,271.11923,0.01825
1Fe,271.47839,0.01832
1Fe,271.83682,0.01832
1Fe,272.17435,0.01843
1Fe,272.51007,0.01844
1Fe,272.85446,0.01852
1Fe,273.19092,0.01856
1Fe,273.53818,0.01857
1Fe,273.89301,0.01862
1Fe,274.2374,0.01867
1Fe,274.58789,0.01877
1Fe,274.92725,0.01884
1Fe,275.27161,0.01883
1Fe,275.61276,0.01883
1Fe,275.95749,0.01879
1Fe,276.32819,0.01881
1Fe,276.68265,0.01878
1Fe,276.99243,0.0188
1Fe,277.34149,0.01886
1Fe,277.67111,0.01892
1Fe,278.02234,0.01894
1Fe,278.34006,0.01895
1Fe,278.70282,0.01899
1Fe,279.03531,0.01901
1Fe,279.38474,0.01903
1Fe,279.71759,0.01903
1Fe,280.05511,0.01903
1Fe,280.40311,0.01904
1Fe,280.74747,0.0191
1Fe,281.06665,0.01919
1Fe,281.42758,0.01926
1Fe,281.76657,0.01933
1Fe,282.13437,0.0194
1Fe,282.47876,0.01936
1Fe,282.80835,0.01941
1Fe,283.15814,0.01937
1Fe,283.5191,0.0194
1Fe,283.85519,0.01928
1Fe,284.18228,0.01928
1Fe,284.53351,0.01926
1Fe,284.87283,0.01932
1Fe,285.21939,0.01924
1Fe,285.58212,0.01928
1Fe,285.89804,0.0192
1Fe,286.25037,0.01918
1Fe,286.59473,0.01919
1Fe,286.92902,0.01913
1Fe,287.27197,0.01914
1Fe,287.6196,0.01923
1Fe,287.96613,0.01921
1Fe,288.28854,0.01918
1Fe,288.62823,0.01917
1Fe,288.96432,0.01925
1Fe,289.31375,0.01926
1Fe,289.66608,0.0193
1Fe,290.01694,0.01927
1Fe,290.35843,0.01932
1Fe,290.70569,0.01925
1Fe,291.04178,0.01935
1Fe,291.3833,0.01929
1Fe,291.72766,0.01932
1Fe,292.07529,0.01927
1Fe,292.43085,0.01927
1Fe,292.7709,0.01928
1Fe,293.1167,0.01926
1Fe,293.47083,0.01934
1Fe,293.81375,0.01932
1Fe,294.15274,0.01924
1Fe,294.49603,0.01924
1Fe,294.84689,0.01918
1Fe,295.18985,0.0191
1Fe,295.54034,0.01916
1Fe,295.8786,0.01912
1Fe,296.2291,0.01907
1Fe,296.58502,0.01912
1Fe,296.92148,0.0191
1Fe,297.25757,0.0191
1Fe,297.60663,0.01903
1Fe,297.96469,0.01913
1Fe,298.30765,0.01913
1Fe,298.64841,0.01915
1Fe,299.00467,0.01906
1Fe,299.35049,0.01907
1Fe,299.69955,0.01903
1Fe,300.03278,0.0191
1Fe,300.38004,0.01908
1Fe,300.7644,0.01904
1Fe,301.11383,0.01904
1Fe,301.43372,0.01904
1Fe,301.78564,0.01904
1Fe,302.11526,0.01903
1Fe,302.46793,0.01904
1Fe,302.82275,0.01905
1Fe,303.16895,0.01901
1Fe,303.5162,0.01897
1Fe,303.87247,0.01902
1Fe,304.22516,0.01899
1Fe,304.55945,0.019
1Fe,304.89194,0.01891
1Fe,305.24963,0.0189
1Fe,305.58609,0.01889
1Fe,305.92181,0.01882
1Fe,306.27161,0.01879
1Fe,306.62537,0.01874
1Fe,306.94992,0.01864
1Fe,307.27631,0.01862
1Fe,307.61887,0.01852
1Fe,307.96182,0.01858
1Fe,308.30618,0.01846
1Fe,308.634,0.01849
1Fe,308.97803,0.01848
1Fe,309.32095,0.0184
1Fe,309.66174,0.01833
1Fe,310.0047,0.01832
1Fe,310.34436,0.01832
1Fe,310.68335,0.01822
1Fe,311.02774,0.01836
1Fe,311.38184,0.01827
1Fe,311.71973,0.01824
1Fe,312.06555,0.01829
1Fe,312.42181,0.01824
1Fe,312.74603,0.01816
1Fe,313.09402,0.01813
1Fe,313.43481,0.01824
1Fe,313.74927,0.01818
1Fe,314.09222,0.01819
1Fe,314.44812,0.01816
1Fe,314.78925,0.01808
1Fe,315.12897,0.01809
1Fe,315.48773,0.01801
1Fe,315.82239,0.018
1Fe,316.18335,0.01805
1Fe,316.52161,0.01803
1Fe,316.86096,0.01805
1Fe,317.21182,0.01808
1Fe,317.53601,0.01812
1Fe,317.8786,0.01805
1Fe,318.24783,0.01806
1Fe,318.58789,0.01795
1Fe,318.91064,0.01796
1Fe,319.27448,0.01798
1Fe,319.6142,0.01787
1Fe,319.97156,0.01796
1Fe,320.31158,0.01787
1Fe,320.62674,0.01788
1Fe,320.96729,0.01796
1Fe,321.2941,0.01793
1Fe,321.62689,0.01789
1Fe,321.95792,0.01797
1Fe,322.29742,0.01789
1Fe,322.64648,0.01785
1Fe,322.9888,0.01784
1Fe,323.33008,0.01784
1Fe,323.65829,0.01781
1Fe,324.01193,0.01768
1Fe,324.3465,0.01761
1Fe,324.69553,0.01768
1Fe,325.03998,0.01767
1Fe,325.38797,0.01755
1Fe,325.71899,0.01755
1Fe,326.06171,0.01754
1Fe,326.38284,0.01754
1Fe,326.72552,0.01758
1Fe,327.07455,0.01756
1Fe,327.41089,0.01752
1Fe,327.74863,0.01751
1Fe,328.09308,0.01751
1Fe,328.43188,0.01746
1Fe,328.76859,0.01742
1Fe,329.12399,0.01744
1Fe,329.44724,0.01744
1Fe,329.78992,0.01734
1Fe,330.11777,0.0174
1Fe,330.46329,0.01751
1Fe,330.81729,0.01743
1Fe,331.14548,0.01746
1Fe,331.47052,0.01744
1Fe,331.83228,0.0174
1Fe,332.18311,0.01742
1Fe,332.51483,0.01736
1Fe,332.85751,0.01734
1Fe,333.20975,0.01723
1Fe,333.5376,0.01714
1Fe,333.8718,0.01714
1Fe,334.22897,0.01714
1Fe,334.5766,0.0172
1Fe,334.91647,0.01717
1Fe,335.26834,0.01717
1Fe,335.61951,0.01725
1Fe,335.93747,0.01719
1Fe,336.26215,0.01716
1Fe,336.60693,0.01724
1Fe,336.96378,0.01729
1Fe,337.29657,0.01719
1Fe,337.63608,0.01717
1Fe,337.99149,0.01723
1Fe,338.3331,0.01719
1Fe,338.67899,0.01719
1Fe,339.01318,0.01718
1Fe,339.34244,0.01723
1Fe,339.67596,0.0172
1Fe,340.01794,0.01721
1Fe,340.34753,0.0172
1Fe,340.67929,0.01718
1Fe,341.02481,0.01725
1Fe,341.36148,0.01728
1Fe,341.71017,0.01726
1Fe,342.04614,0.01721
1Fe,342.40546,0.01719
1Fe,342.74493,0.01725
1Fe,343.09082,0.01723
1Fe,343.41867,0.01724
1Fe,343.77585,0.01721
1Fe,344.1058,0.01718
1Fe,344.45309,0.01727
1Fe,344.78766,0.01723
1Fe,345.13635,0.01735
1Fe,345.47409,0.01731
1Fe,345.83374,0.01733
1Fe,346.16122,0.01738
1Fe,346.5004,0.01737
1Fe,346.83673,0.01743
1Fe,347.17975,0.01739
1Fe,347.52844,0.01748
1Fe,347.86618,0.01738
1Fe,348.20428,0.0174
1Fe,348.52896,0.01739
1Fe,348.8667,0.01741
1Fe,349.2041,0.01738
1Fe,349.55313,0.01735
1Fe,349.86862,0.01734
1Fe,350.22366,0.01735
1Fe,350.57025,0.01738
1Fe,350.89917,0.01731
1Fe,351.22772,0.01734
1Fe,351.56509,0.01739
1Fe,351.88483,0.01742
1Fe,352.21762,0.01737
1Fe,352.57339,0.01739
1Fe,352.90829,0.01741
1Fe,353.23297,0.01736
1Fe,353.56082,0.01746
1Fe,353.91129,0.01741
1Fe,354.23419,0.01741
1Fe,354.55463,0.01735
1Fe,354.89838,0.01738
1Fe,355.23328,0.01741
1Fe,355.55087,0.0175
1Fe,355.89359,0.01748
1Fe,356.22531,0.01751
1Fe,356.56622,0.01754
1Fe,356.9054,0.01748
1Fe,357.24985,0.0175
1Fe,357.5957,0.01754
1Fe,357.93311,0.01753
1Fe,358.27472,0.01755
1Fe,358.60257,0.01756
1Fe,358.92688,0.01766
1Fe,359.27594,0.01752
1Fe,359.61755,0.01754
1Fe,359.96661,0.01752
1Fe,360.31073,0.01759
1Fe,360.6322,0.01761
1Fe,360.9809,0.01764
1Fe,361.32889,0.01776
1Fe,361.64825,0.01773
1Fe,361.99307,0.0177
1Fe,362.32764,0.0177
1Fe,362.65866,0.01776
1Fe,362.98969,0.01775
1Fe,363.32285,0.01783
1Fe,363.64221,0.0178
1Fe,363.97183,0.01785
1Fe,364.3064,0.01792
1Fe,364.63919,0.01792
1Fe,364.96243,0.01798
1Fe,365.28534,0.01802
1Fe,365.62839,0.01805
1Fe,365.96719,0.01801
1Fe,366.28268,0.0181
1Fe,366.63773,0.01815
1Fe,366.99066,0.01822
1Fe,367.32205,0.01823
1Fe,367.67746,0.01827
1Fe,367.98233,0.01827
1Fe,368.30206,0.0183
1Fe,368.63522,0.01838
1Fe,368.97473,0.01837
1Fe,369.31528,0.01848
1Fe,369.64844,0.01846
1Fe,369.98758,0.0185
1Fe,370.30731,0.01853
1Fe,370.6221,0.01861
1Fe,370.94394,0.01859
1Fe,371.28662,0.01871
1Fe,371.61942,0.01874
1Fe,371.91971,0.01876
1Fe,372.24084,0.01879
1Fe,372.59167,0.01888
1Fe,372.94742,0.01895
1Fe,373.29858,0.01893
1Fe,373.63953,0.01901
1Fe,373.99527,0.01902
1Fe,374.33408,0.01909
1Fe,374.68701,0.01906
1Fe,375.01947,0.01911
